Branch,Customer Name,Invoice,Work Order, QW Total , SAP Total , Discrepancy ,Cause,Dept Impacted,Date
DEN,Home Depot,V10333505,W1078839,1446.84,1280.61,-166.23,Part Pricing - Raymond,Service,09/16/21
DEN,Home Depot,V10333876,W1080101,526.51,498.39,-28.12,Part Pricing - Raymond,Service,09/20/21
DEN,Home Depot,V10334382,W1078894,1066.91,1018.99,-47.92,Part Pricing - Raymond,Service,09/23/21
DEN,Home Depot,V10334462,W1078840,288.91,285.23,-3.68,Part Pricing - Raymond,Service,09/24/21
DEN,Home Depot,V10334496,W1080054,420.65,403.05,-14.20,Part Pricing - Raymond,Service,09/24/21
DEN,Home Depot,V10334923,W1080507,229.42,222.39,-7.03,Part Pricing - Raymond,Service,09/28/21
DEN,Home Depot,V10334997,W1079827,1341.03,1204.37,-136.66,Part Pricing - Raymond,Service,09/29/21
DEN,Home Depot,V10335696,W1080737,404.71,390.93,-13.78,Part Pricing - Raymond,Service,10/05/21
DEN,Home Depot,V10335753,W1080812,733.52,689.63,-43.89,Part Pricing - Raymond,Service,10/06/21
DEN,Home Depot,V10336246,W1080661,652.05,617.48,-34.57,Part Pricing - Raymond,Service,10/11/21
DEN,Home Depot,V10336274,W1081120,309.34,306.82,-2.52,Part Pricing - Raymond,Service,10/11/21
DEN,Home Depot,V10336460,W1080884,688.83,662.59,-26.24,Part Pricing - Raymond,Service,10/12/21
DEN,Home Depot,V10336610,W1080883,279.54,274.24,-5.30,Part Pricing - Raymond,Service,10/14/21
DEN,Home Depot,V10336622,W1080742,1774.32,1644.56,-129.76,Part Pricing - Raymond,Service,10/14/21
DEN,Home Depot,V10337080,W1078838,1671.86,1547.79,-57.37,Part Pricing - Raymond,Service,10/14/21
DEN,Home Depot,V10337341,W1081646,349.27,330.22,-19.05,Part Pricing - Raymond,Service,10/21/21
DEN,Home Depot,V10337484,W1081835,222.11,221.21,-0.90,Part Pricing - Raymond,Service,10/22/21
DEN,Home Depot,V10337624,W1081413,364.04,351.59,-12.45,Part Pricing - Raymond,Service,10/25/21
DEN,Home Depot,V10310197,W1066610,160.60,151.89,-8.71,Part Pricing - TVH/Durasource,Service,01/20/21
DEN,Home Depot,V10313755,W1068128,167.02,158.31,-8.71,Part Pricing - TVH/Durasource,Service,02/25/21
DEN,Home Depot,V10313907,W1068143,142.65,138.65,-4.00,Part Pricing - TVH/Durasource,Service,02/26/21
DEN,Home Depot,V10315308,W1069186,159.79,151.77,-8.71,Part Pricing - TVH/Durasource,Service,03/12/21
DEN,Home Depot,V10323043,W1073660,158.05,150.55,-7.50,Part Pricing - TVH/Durasource,Service,06/03/21
DEN,Home Depot,V10323216,W1073658,213.51,206.01,-7.50,Part Pricing - TVH/Durasource,Service,06/07/21
DEN,Home Depot,V10323332,W1073653,176.00,168.49,-7.50,Part Pricing - TVH/Durasource,Service,06/08/21
DEN,Home Depot,V10324419,W1074076,134.42,124.76,-9.66,Part Pricing - TVH/Durasource,Service,06/17/21
DEN,Home Depot,V10325312,W1075035,323.60,316.10,-7.50,Part Pricing - TVH/Durasource,Service,06/28/21
DEN,Home Depot,V10327358,W1074734,167.70,163.20,-4.50,Part Pricing - TVH/Durasource,Service,07/20/21
DEN,Home Depot,V10328701,W1075935,374.37,349.87,-7.50,Part Pricing - TVH/Durasource,Service,07/30/21
DEN,Home Depot,V10334496,W1080054,420.65,403.05,-3.40,Part Pricing - TVH/Durasource,Service,09/24/21
DEN,Home Depot,V10337080,W1078838,1671.86,1547.79,-51.64,Part Pricing - TVH/Durasource,Service,10/14/21
DEN,Home Depot,V10328288,W1076233,1302.57,1137.86,-160.00,PDN,Service,07/27/21
DEN,Home Depot,V10326289,W1075720,321.32,321.60,0.28,Productive Rounding,Service,07/09/21
DEN,Home Depot,V10321814,W1071760,931.40,833.50,-10.00,Tire Disposal ,Service,05/20/21
DEN,Home Depot,V10327228,W1075905,514.99,463.39,-10.00,Tire Disposal ,Service,07/19/21
DEN,Home Depot,V10331777,W1077586,745.99,669.09,-10.00,Tire Disposal ,Service,08/30/21
DEN,Home Depot,V10327040,W1075313,955.14,745.60,-59.70,Tire Press,Service,07/16/21
DEN,Home Depot,V10327228,W1075905,514.99,463.39,-23.00,Tire Press,Service,07/19/21
DEN,Home Depot,V10329013,W1076308,637.94,604.67,-96.00,Tire Press,Service,07/31/21
DEN,Home Depot,V10331777,W1077586,745.99,669.09,-18.00,Tire Press,Service,08/30/21
DEN,Home Depot,V10337491,W1081922,755.94,719.79,-36.18,Part Pricing - Raymond,Service,10/25/21
DEN,Home Depot,V10337817,SM1141450,110.72,86.28,-24.44,Consumables,Service,10/26/21
DEN,Home Depot,V10338996,W1082447,635.99,605.93,-30.06,Part Pricing - Raymond,Service,11/05/21
DEN,Home Depot,V10339656,W1083038,344.87,340.84,-4.04,Part Pricing - Raymond,Service,11/12/21
DEN,Home Depot,V10340152,W1082445,2497.23,2362.06,-135.17,Part Pricing - Raymond,Service,11/17/21
DEN,Home Depot,V10340154,W1083050,339.11,334.96,-4.15,Part Pricing - Raymond,Service,11/17/21
DEN,Home Depot,V10340562,W1082323,463.31,461.98,-1.33,Part Pricing - Raymond,Service,11/22/21
DEN,Home Depot,V10340589,SM1142846,90.48,85.00,-5.48,Consumables,Service,11/22/21
DEN,Home Depot,V10340593,SM1142844,112.36,85.00,-27.36,Consumables,Service,11/22/21
DEN,Home Depot,V10340788,W1083679,903.73,846.92,-56.81,Part Pricing - Raymond,Service,11/24/21
DEN,Home Depot,V10340790,W1082941,646.92,633.14,-13.78,Part Pricing - Raymond,Service,11/24/21
DEN,Home Depot,V10340914,SM1142854,108.98,85.00,-23.98,Consumables,Service,11/29/21
DEN,Home Depot,V10341249,W1083048,1512.11,1425.52,-86.59,Part Pricing - Raymond,Service,11/30/21
DEN,Home Depot,V10335982,T106746,655.91,635.91,-20.00,Tire Disposal ,Tire Truck,10/07/21
DEN,HD Pro,V10319290,SM1133319,91.04,85.00,-6.04,Consumables,Service,04/23/21
DEN,HD Pro,V10319291,SM1133316,112.36,85.00,-27.36,Consumables,Service,04/23/21
DEN,HD Pro,V10327163,SM1136638,122.43,85.00,-37.43,Consumables,Service,07/19/21
DEN,HD Pro,V10328981,SM1137512,103.20,86.28,-16.92,Consumables,Service,08/04/21
DEN,HD Pro,V10328982,SM1137511,91.76,86.28,-5.48,Consumables,Service,08/04/21
DEN,HD Pro,V10322268,W1072146,554.50,529.46,-25.03,Part Pricing - Raymond,Service,05/26/21
DEN,HD Pro,V10327160,SM1136639-2,734.35,680.08,-54.27,Part Pricing - Raymond,Service,07/19/21
DEN,Harbor Freight,V40005577,W407398,132.06,132.06,-0.85,Entry Error - Labor Quantity,Mountain Power,06/18/21
DEN,Harbor Freight,V40005577,W407398,132.06,132.06,11.59,Entry Error - Misc Charge,Mountain Power,06/18/21
DEN,Harbor Freight,V40005577,W407398,132.06,132.06,-10.28,Environmental Fee,Mountain Power,06/18/21
DEN,Harbor Freight,V40005577,W407398,132.06,132.06,0.43,Incorrect Labor Rate,Mountain Power,06/18/21
DEN,Harbor Freight,V40005577,W407398,132.06,132.06,-0.89,Tax,Mountain Power,06/18/21
DEN,Harbor Freight,V10311762,W1066643,1237.44,1196.28,-41.16,Part Pricing - Raymond,Service,02/05/21
DEN,Harbor Freight,V10317298,W1069796,430.38,424.87,-5.51,Part Pricing - Raymond,Service,04/02/21
DEN,Harbor Freight,V10322723,W1071686,709.44,697.63,-5.10,Part Pricing - Raymond,Service,06/03/21
DEN,Harbor Freight,V10322723,W1071686,709.44,697.63,-6.71,Tax,Service,06/03/21
DEN,Harbor Freight,V10338458,W1081269,472.43,464.61,-7.82,Part Pricing - Raymond,Service,10/29/21
DEN,HD Supply,V10309658,SM1129071,99.96,95.00,-4.96,Consumables,Service,01/15/21
DEN,HD Supply,V10309651,SM1129072,99.96,95.00,-4.96,Consumables,Service,01/15/21
DEN,HD Supply,V10312537,SM1130173,90.08,85.00,-5.08,Consumables,Service,02/12/21
DEN,HD Supply,V10314358,SM1131144,90.08,85.00,-5.08,Consumables,Service,03/04/21
DEN,HD Supply,V10327610,SM1135931,70.08,65.00,-5.08,Consumables,Service,07/22/21
DEN,HD Supply,V10319627,W1071157,708.39,740.81,62.10,Entry Error - Labor Quantity,Service,04/27/21
DEN,HD Supply,V10318260,W1069747,811.81,748.14,-59.67,Over NTE,Service,04/13/21
DEN,HD Supply,V10328851,W1071510,6917.58,6784.66,-132.92,Over NTE,Service,07/30/21
DEN,HD Supply,V10318252,W1070430,384.33,375.07,-9.26,Part Pricing - Raymond,Service,04/13/21
DEN,HD Supply,V10319155,W1071079,525.25,519.10,-6.15,Part Pricing - Raymond,Service,04/22/21
DEN,HD Supply,V10319627,W1071157,708.39,740.81,-29.68,Part Pricing - Raymond,Service,04/27/21
DEN,HD Supply,V10324985,W1074716,198.89,195.11,-3.78,Part Pricing - Raymond,Service,06/24/21
DEN,HD Supply,V10325648,W1075382,270.30,268.30,-2.00,Part Pricing - Raymond,Service,06/30/21
DEN,HD Supply,V10329836,W1077858,728.07,692.03,-36.04,Part Pricing - Raymond,Service,08/10/21
DEN,HD Supply,V10330469,W1078036,509.58,500.12,-9.46,Part Pricing - Raymond,Service,08/17/21
DEN,HD Supply,V10335102,W1077327,6914.67,6868.20,-46.47,Part Pricing - Raymond,Service,09/29/21
DEN,HD Supply,V10337480,W1081517,290.09,280.93,-9.16,Part Pricing - Raymond,Service,10/22/21
DEN,HD Supply,V10312409,W1067277,509.43,498.24,-11.19,Part Pricing - TVH/Durasource,Service,02/11/21
DEN,HD Supply,V10313628,W1068375,440.25,439.68,-0.57,Part Pricing - TVH/Durasource,Service,02/24/21
DEN,HD Supply,V10318260,W1069747,811.81,748.14,-4.00,Part Pricing - TVH/Durasource,Service,04/13/21
DEN,HD Supply,V10325644,W1075302,362.40,358.40,-4.00,Part Pricing - TVH/Durasource,Service,06/30/21
DEN,HD Supply,V10337611,W1081958,402.18,370.76,-31.42,Part Pricing - TVH/Durasource,Service,10/25/21
DEN,HD Supply,V10313824,T106354,328.76,358.76,30.00,Travel Rate,Tire Truck,02/25/21
DEN,HD Pro,V40005811,W407623,1140.00,1139.43,-0.57,Entry Error - Labor Quantity,Mountain Power,08/16/21
DEN,HD Pro,V40005603,W407401,137.36,137.37,0.01,Incorrect Labor Rate,Mountain Power,05/28/21
DEN,HD Pro,V40005286,W406873,938.00,918.05,-19.95,Over NTE,Mountain Power,01/15/21
DEN,HD Pro,V10319177,SM1132656,83.72,75.00,-8.72,Consumables,Service,04/22/21
DEN,HD Pro,V10319180,SM1132652,88.50,75.00,-13.50,Consumables,Service,04/22/21
DEN,HD Pro,V10319190,SM1132653,83.42,75.00,-8.42,Consumables,Service,04/22/21
DEN,HD Pro,V10319191,SM1132654,93.42,85.00,-8.42,Consumables,Service,04/22/21
DEN,HD Pro,V10319192,SM1132655,80.08,75.00,-5.08,Consumables,Service,04/22/21
DEN,HD Pro,V10322532,SM1134093,129.00,85.00,-44.00,Consumables,Service,05/27/21
DEN,HD Pro,V10322535,SM1134108,97.00,75.00,-22.00,Consumables,Service,05/27/21
DEN,HD Pro,V10322546,SM1134105,81.04,75.00,-6.04,Consumables,Service,05/27/21
DEN,HD Pro,V10322721,SM1134101,50.08,55.83,-5.08,Consumables,Service,06/07/21
DEN,HD Pro,V10322715,SM1134097,101.92,85.00,-16.92,Consumables,Service,06/09/21
DEN,HD Pro,V10328159,SM1136627,88.50,75.00,-13.50,Consumables,Service,07/26/21
DEN,HD Pro,V10336254,SM1140531,104.34,75.00,-29.34,Consumables,Service,10/11/21
DEN,HD Pro,V10328971,W1076419,780.37,730.75,20.39,Entry Error - Labor Quantity,Service,08/03/21
DEN,HD Pro,V10322721,SM1134101,50.08,55.83,10.83,Incorrect PM Rate,Service,06/07/21
DEN,HD Pro,V10309599,W1065849,854.44,747.77,-106.67,Over NTE,Service,01/14/21
DEN,HD Pro,V10327007,W1073411,1003.60,742.99,-260.61,Over NTE,Service,06/24/21
DEN,HD Pro,V10309101,W1063384,1999.72,1744.91,-254.81,Part Pricing - Raymond,Service,01/11/21
DEN,HD Pro,V10312231,W1067588,243.64,231.96,-11.68,Part Pricing - Raymond,Service,02/10/21
DEN,HD Pro,V10312808,W1067443,288.74,286.70,-2.04,Part Pricing - Raymond,Service,02/16/21
DEN,HD Pro,V10319320,W1071206,654.85,616.91,-37.93,Part Pricing - Raymond,Service,04/23/21
DEN,HD Pro,V10322578,W1072807,412.80,395.10,-17.70,Part Pricing - Raymond,Service,05/27/21
DEN,HD Pro,V10325140,W1073416,2124.12,1958.33,-165.79,Part Pricing - Raymond,Service,06/25/21
DEN,HD Pro,V10328971,W1076419,780.37,730.75,-40.01,Part Pricing - Raymond,Service,08/03/21
DEN,HD Pro,V10330264,W1077652,459.23,450.24,-9.00,Part Pricing - Raymond,Service,08/13/21
DEN,HD Pro,V10330265,W1077579,301.30,296.16,-5.15,Part Pricing - Raymond,Service,08/13/21
DEN,HD Pro,V10331771,W1077909,288.81,278.76,-10.05,Part Pricing - Raymond,Service,08/30/21
DEN,HD Pro,V10331949,W1078958,1268.75,1169.61,-99.14,Part Pricing - Raymond,Service,08/31/21
DEN,HD Pro,V10332416,W1078327,229.88,228.88,-1.00,Part Pricing - Raymond,Service,09/03/21
DEN,HD Pro,V10333327,W1079365,389.16,364.39,-24.77,Part Pricing - Raymond,Service,09/15/21
DEN,HD Pro,V10333771,W109244,1227.98,1128.83,-99.15,Part Pricing - Raymond,Service,09/17/21
DEN,HD Pro,V10334990,W1080134,315.04,305.51,-9.53,Part Pricing - Raymond,Service,09/29/21
DEN,HD Pro,V10334993,W1078813,1447.83,1341.50,-106.34,Part Pricing - Raymond,Service,09/29/21
DEN,HD Pro,V10309601,W1065685,305.15,300.18,-4.97,Part Pricing - TVH/Durasource,Service,01/14/21
DEN,HD Pro,V10318417,W1067711,371.58,363.03,-8.55,Part Pricing - TVH/Durasource,Service,04/14/21
DEN,HD Pro,V10325144,W1074881,171.77,163.55,-8.22,Part Pricing - TVH/Durasource,Service,06/25/21
DEN,HD Pro,V10322573,W1072007,749.81,748.18,-1.63,Productive Rounding,Service,05/27/21
DEN,HD Pro,V10328971,W1076419,780.37,730.75,-10.00,Tire Disposal ,Service,08/03/21
DEN,HD Pro,V10328971,W1076419,780.37,730.75,-20.00,Tire Press,Service,08/03/21
DEN,HD Pro,V10337812,W1081284,294.82,292.04,-2.78,Part Pricing - TVH/Durasource,Service,10/26/21
DEN,HD Pro,V10339709,W1082839,380.74,366.03,-14.71,Part Pricing - Raymond,Service,11/15/21
DEN,KeHE,V40005508,W407176,171.37,171.26,-0.11,Incorrect Labor Rate,Mountain Power,04/23/21
DEN,KeHE,V10317001,W1068346,274.95,266.00,-8.95,Entry Error - Freight,Service,03/31/21
DEN,KeHE,V10309611,W1066251-1,404.67,271.15,-133.00,Entry Error - Labor Quantity,Service,01/14/21
DEN,KeHE,V10325680,W1075336,207.00,172.50,-34.50,Entry Error - Labor Quantity,Service,06/30/21
DEN,KeHE,V10309385,W1065644,1215.54,1239.85,68.75,Entry Error - Part Quantity,Service,01/13/21
DEN,KeHE,V10319639,W1071172,759.16,727.20,-5.08,Entry Error - Part Quantity,Service,04/27/21
DEN,KeHE,V10308939,W1065359,594.56,574.21,-20.35,Part Pricing - Raymond,Service,01/07/21
DEN,KeHE,V10308962,W1065626,378.40,377.25,-1.15,Part Pricing - Raymond,Service,01/07/21
DEN,KeHE,V10309117,W1065730,419.55,402.55,-17.00,Part Pricing - Raymond,Service,01/11/21
DEN,KeHE,V10309122,W1065991,184.13,182.50,-1.63,Part Pricing - Raymond,Service,01/11/21
DEN,KeHE,V10309124,W1065969,373.44,354.60,-18.84,Part Pricing - Raymond,Service,01/11/21
DEN,KeHE,V10309125,W1066039-1,681.95,641.51,-40.44,Part Pricing - Raymond,Service,01/11/21
DEN,KeHE,V10309126,W1066081,373.10,369.40,-3.70,Part Pricing - Raymond,Service,01/11/21
DEN,KeHE,V10309385,W1065644,1215.54,1239.85,-44.44,Part Pricing - Raymond,Service,01/13/21
DEN,KeHE,V10309611,W1066251-1,404.67,271.15,-0.52,Part Pricing - Raymond,Service,01/14/21
DEN,KeHE,V10310788,W1066861,715.20,674.76,-40.44,Part Pricing - Raymond,Service,01/26/21
DEN,KeHE,V10310883,W1066943,552.55,535.55,-17.00,Part Pricing - Raymond,Service,01/27/21
DEN,KeHE,V10311123,W1066837,321.53,313.45,-8.08,Part Pricing - Raymond,Service,01/29/21
DEN,KeHE,V10311129,W1066846,1559.82,1471.03,-88.79,Part Pricing - Raymond,Service,01/29/21
DEN,KeHE,V10312348,W1067368,381.34,376.90,-4.44,Part Pricing - Raymond,Service,02/11/21
DEN,KeHE,V10313259,W1067927,215.02,213.60,-1.42,Part Pricing - Raymond,Service,02/22/21
DEN,KeHE,V10313326,W1067334,317.72,313.00,-4.72,Part Pricing - Raymond,Service,02/22/21
DEN,KeHE,V10313623,W1068222,490.80,488.50,-2.30,Part Pricing - Raymond,Service,02/24/21
DEN,KeHE,V10313627,W1068493,432.25,426.20,-6.05,Part Pricing - Raymond,Service,02/24/21
DEN,KeHE,V10314267,W1068822,348.93,341.83,-7.10,Part Pricing - Raymond,Service,03/03/21
DEN,KeHE,V10315085,W1068872,599.36,598.23,-1.13,Part Pricing - Raymond,Service,03/10/21
DEN,KeHE,V10315652,W1069041,745.91,744.60,-1.31,Part Pricing - Raymond,Service,03/18/21
DEN,KeHE,V10315657,W1068837,2112.22,2047.15,-65.07,Part Pricing - Raymond,Service,03/18/21
DEN,KeHE,V10316556,SM1131637-2,158.86,156.50,-2.36,Part Pricing - Raymond,Service,03/26/21
DEN,KeHE,V10317994,W1070471,581.08,575.30,-5.78,Part Pricing - Raymond,Service,04/09/21
DEN,KeHE,V10319636,W1071153,428.30,411.30,-17.00,Part Pricing - Raymond,Service,04/27/21
DEN,KeHE,V10319639,W1071172,759.16,727.20,-26.88,Part Pricing - Raymond,Service,04/27/21
DEN,KeHE,V10319801,W1071731,250.48,247.64,-2.84,Part Pricing - Raymond,Service,04/28/21
DEN,KeHE,V10319807,W1071680,346.82,343.98,-2.84,Part Pricing - Raymond,Service,04/28/21
DEN,KeHE,V10319901,SM1132324-2,346.82,343.98,-2.84,Part Pricing - Raymond,Service,04/29/21
DEN,KeHE,V10319903,W1071261,1099.60,1064.93,-34.67,Part Pricing - Raymond,Service,04/29/21
DEN,KeHE,V10320154,W1072014,381.32,378.48,-2.84,Part Pricing - Raymond,Service,04/30/21
DEN,KeHE,V10320798,W1072135,929.14,922.45,-30.15,Part Pricing - Raymond,Service,05/07/21
DEN,KeHE,V10320799,W1072257,317.48,313.70,-3.78,Part Pricing - Raymond,Service,05/07/21
DEN,KeHE,V10320802,W1072268-1,539.05,533.95,-5.10,Part Pricing - Raymond,Service,05/07/21
DEN,KeHE,V10322049,W1072778-2,425.52,411.30,-10.08,Part Pricing - Raymond,Service,05/24/21
DEN,KeHE,V10322080,W1072992,591.59,581.48,-10.11,Part Pricing - Raymond,Service,05/24/21
DEN,KeHE,V10322382,W1073116,285.68,284.80,-0.88,Part Pricing - Raymond,Service,05/26/21
DEN,KeHE,V10322483,W1073303,456.70,455.95,-0.75,Part Pricing - Raymond,Service,05/27/21
DEN,KeHE,V10322488,W1073304,463.90,456.68,-7.22,Part Pricing - Raymond,Service,05/27/21
DEN,KeHE,V10323503,W1074113,227.74,225.85,-1.89,Part Pricing - Raymond,Service,06/09/21
DEN,KeHE,V10323504,W1074228,304.26,300.88,-2.00,Part Pricing - Raymond,Service,06/09/21
DEN,KeHE,V10325031,W1074748,393.80,387.00,-6.80,Part Pricing - Raymond,Service,06/24/21
DEN,KeHE,V10325691,W1075420-2,262.20,260.78,-1.42,Part Pricing - Raymond,Service,06/30/21
DEN,KeHE,V10327025,W1075754,290.14,288.85,-1.29,Part Pricing - Raymond,Service,07/16/21
DEN,KeHE,V10327359,W1075988,193.24,191.35,-1.89,Part Pricing - Raymond,Service,07/20/21
DEN,KeHE,V10327363,W1075819,395.70,394.20,-1.50,Part Pricing - Raymond,Service,07/20/21
DEN,KeHE,V10328969,W1076180,662.48,658.70,-3.78,Part Pricing - Raymond,Service,08/02/21
DEN,KeHE,V10333913,W1079981,739.00,722.00,-17.00,Part Pricing - Raymond,Service,09/20/21
DEN,KeHE,V10320798,W1072135,929.14,922.45,23.46,Productive Rounding,Service,05/07/21
DEN,KeHE,V10322049,W1072778-2,425.52,411.30,-4.14,Productive Rounding,Service,05/24/21
DEN,KeHE,V10323504,W1074228,304.26,300.88,-1.38,Productive Rounding,Service,06/09/21
DEN,KeHE,V10309116,W1065632,1133.70,1107.75,-30.95,Part Pricing - Raymond,Service,01/11/21
DEN,KeHE,V10309116,W1065632,1133.70,1107.75,5.00,Entry Error - Freight,Service,01/11/21
DEN,KeHE,V10316582,W1069417,352.11,347.30,-4.81,Part Pricing - Raymond,Service,03/26/21
DEN,KeHE,V10340643,W1083614,1008.00,985.50,-22.50,Part Pricing - Raymond,Service,11/23/21
DEN,XPO,V10326161,W1075673,439.04,418.00,-21.04,Environmental Fee,Service,07/07/21
DEN,Mattress Firm,V40005324,W406670,269.04,269.09,29.69,Entry Error - Labor Quantity,Mountain Power,02/17/21
DEN,Mattress Firm,V40005324,W406670,269.04,269.09,-29.64,Entry Error - Part Quantity,Mountain Power,02/17/21
DEN,Mattress Firm,V40006329,W408377,523.55,523.30,37.01,Discount Labor Line,Mountain Power,11/03/21
DEN,Mattress Firm,V40006329,W408377,523.55,523.30,-37.26,Entry Error - Labor Quantity,Mountain Power,11/03/21
DEN,Mattress Firm,V40006350,B4004564,2900.97,2900.97,-208.65,Tax,Mountain Power,11/12/21
DEN,Mattress Firm,V40006350,B4004564,2900.97,2900.97,208.65,Entry Error - Misc Charge,Mountain Power,11/12/21
DEN,Mattress Firm,V40006360,W408443,363.91,363.91,-31.05,Discount Labor Line,Mountain Power,11/15/21
DEN,Mattress Firm,V40006360,W408443,363.91,363.91,31.05,Entry Error - Labor Quantity,Mountain Power,11/15/21
DEN,Mattress Firm,V10326193,SM1136535,90.08,85.00,-5.08,Consumables,Service,07/07/21
DEN,Mattress Firm,V10323116,W1073457,567.26,543.90,-23.36,Part Pricing - Raymond,Service,06/04/21
DEN,Mattress Firm,V10330825,W1078370,717.08,702.70,-14.38,Part Pricing - Raymond,Service,08/20/21
DEN,Mattress Firm,V10333357,W1079525,668.70,663.50,-5.20,Part Pricing - Raymond,Service,09/15/21
DEN,Mattress Firm,V10335179,W1080642,313.27,311.38,-1.89,Part Pricing - Raymond,Service,09/30/21
DEN,Medline,V10309332,SM1128233,94.28,85.00,-9.28,Consumables,Service,01/13/21
DEN,Medline,V10310907,SM1129117,84.28,75.00,-9.28,Consumables,Service,01/27/21
DEN,Medline,V10313314,SM1130686-1,90.08,85.00,-5.08,Consumables,Service,02/22/21
DEN,Medline,V10313904,SM1130994,55.08,50.00,-5.08,Consumables,Service,02/26/21
DEN,Medline,V10315554,SM1131582,94.52,85.00,-9.52,Consumables,Service,03/17/21
DEN,Medline,V10315556,SM1131587,55.08,50.00,-5.08,Consumables,Service,03/17/21
DEN,Medline,V10315861,SM1131756-1,80.08,75.00,-5.08,Consumables,Service,03/19/21
DEN,Medline,V10318115,SM1132235,90.08,85.00,-5.08,Consumables,Service,04/12/21
DEN,Medline,V10318116,SM1132549,94.85,85.00,-9.85,Consumables,Service,04/12/21
DEN,Medline,V10318122,SM1132697,90.08,85.00,-5.08,Consumables,Service,04/12/21
DEN,Medline,V10320067,SM1132946,103.25,95.00,-8.25,Consumables,Service,04/30/21
DEN,Medline,V10320069,SM1132905-1,84.85,75.00,-9.85,Consumables,Service,04/30/21
DEN,Medline,V10308940,W1065465,901.58,890.35,-29.19,Part Pricing - Raymond,Service,01/07/21
DEN,Medline,V10309336,SM1128724-2,404.90,390.80,-14.10,Part Pricing - Raymond,Service,01/13/21
DEN,Medline,V10309339,SM1128734-2,339.22,333.65,-5.58,Part Pricing - Raymond,Service,01/13/21
DEN,Medline,V10309346,SM1128757-2,446.23,438.18,-8.06,Part Pricing - Raymond,Service,01/13/21
DEN,Medline,V10309373,W1066257,193.96,188.63,-5.34,Part Pricing - Raymond,Service,01/13/21
DEN,Medline,V10309623,W1066255,1035.23,995.50,-39.73,Part Pricing - Raymond,Service,01/14/21
DEN,Medline,V10310209,SM1129336-2,336.42,319.43,-17.00,Part Pricing - Raymond,Service,01/20/21
DEN,Medline,V10310211,W1066615,434.64,414.18,-20.47,Part Pricing - Raymond,Service,01/20/21
DEN,Medline,V10310322,W1066766,290.33,285.70,-4.63,Part Pricing - Raymond,Service,01/21/21
DEN,Medline,V10310905,W1066982,579.65,554.15,-25.50,Part Pricing - Raymond,Service,01/27/21
DEN,Medline,V10311445,W1067320,282.49,264.98,-17.52,Part Pricing - Raymond,Service,02/02/21
DEN,Medline,V10311453,W1067315,248.08,236.40,-11.68,Part Pricing - Raymond,Service,02/02/21
DEN,Medline,V10312586,W1067466,715.54,695.29,-20.25,Part Pricing - Raymond,Service,02/12/21
DEN,Medline,V10312590,SM1130315-2,433.44,415.80,-17.64,Part Pricing - Raymond,Service,02/12/21
DEN,Medline,V10313315,SM1130686-2,252.57,235.05,-17.52,Part Pricing - Raymond,Service,02/22/21
DEN,Medline,V10313320,W1068358,344.87,324.40,-20.47,Part Pricing - Raymond,Service,02/22/21
DEN,Medline,V10313895,SM1129768-2,563.19,539.97,-23.22,Part Pricing - Raymond,Service,02/26/21
DEN,Medline,V10313903,SM1130882-2,478.34,448.43,-29.92,Part Pricing - Raymond,Service,02/26/21
DEN,Medline,V10314232,SM1131036-2,114.52,112.28,-2.25,Part Pricing - Raymond,Service,03/03/21
DEN,Medline,V10314317,SM1131044-2,572.36,539.38,-32.99,Part Pricing - Raymond,Service,03/03/21
DEN,Medline,V10315172,W1069152,366.35,349.35,-17.00,Part Pricing - Raymond,Service,03/11/21
DEN,Medline,V10315864,SM1131756-2,197.57,185.05,-12.52,Part Pricing - Raymond,Service,03/19/21
DEN,Medline,V10318121,SM1132691-2,234.34,208.66,-25.68,Part Pricing - Raymond,Service,04/12/21
DEN,Medline,V10318136,W1070463,648.46,586.54,-61.92,Part Pricing - Raymond,Service,04/12/21
DEN,Medline,V10320071,SM1132905-2,234.34,208.66,-25.68,Part Pricing - Raymond,Service,04/30/21
DEN,Medline,V10320113,W1069348,4926.37,4359.59,-566.78,Part Pricing - Raymond,Service,04/30/21
DEN,Medline,V10320766,W1072043,1008.53,981.45,-27.08,Part Pricing - Raymond,Service,05/07/21
DEN,Medline,V10332544,W1077569,2638.28,2318.22,-320.06,Part Pricing - Raymond,Service,09/07/21
DEN,Medline,V10308940,W1065465,901.58,890.35,17.96,Productive Rounding,Service,01/07/21
DEN,Office Depot,V10310225,SM1128900,93.14,85.00,-8.14,Consumables,Service,01/20/21
DEN,Office Depot,V10321830,SM1134544,125.25,95.00,-30.25,Consumables,Service,05/20/21
DEN,Office Depot,V10323384,W1073048,396.39,384.31,4.69,Entry Error - Labor Quantity,Service,06/08/21
DEN,Office Depot,V10316569,W1069588,504.37,485.01,-0.03,Entry Error - Travel Rate,Service,03/26/21
DEN,Office Depot,V10327673,W1075396,738.75,667.70,-48.66,Environmental Fee,Service,07/22/21
DEN,Office Depot,V10311143,W1063321,3718.11,3282.74,-435.37,Part Pricing - Raymond,Service,01/29/21
DEN,Office Depot,V10316569,W1069588,504.37,485.01,-19.33,Part Pricing - Raymond,Service,03/26/21
DEN,Office Depot,V10322274,W1072960,205.47,199.36,-6.11,Part Pricing - Raymond,Service,05/26/21
DEN,Office Depot,V10322275,W1073046,214.07,207.83,-6.24,Part Pricing - Raymond,Service,05/26/21
