Branch,Customer Name,Invoice,Work Order, QW Total , SAP Total , Discrepancy ,Cause,Dept Impacted,Date
SLC,Walmart,V30097097,SM3039655,225.00,250.00,25.00,Discount Labor Line,Service,01/18/21
SLC,Walmart,V30097099,SM3039656,225.00,250.00,25.00,Discount Labor Line,Service,01/18/21
SLC,Walmart,V30097100,SM3039658,225.00,250.00,25.00,Discount Labor Line,Service,01/18/21
SLC,Walmart,V30097104,SM3039659,225.00,250.00,25.00,Discount Labor Line,Service,01/18/21
SLC,Walmart,V30097106,SM3039660,225.00,250.00,25.00,Discount Labor Line,Service,01/18/21
SLC,Walmart,V30097105,SM3039661,225.00,250.00,25.00,Discount Labor Line,Service,01/18/21
SLC,Walmart,V30097107,SM3039662,227.78,249.78,22.00,Discount Labor Line,Service,01/18/21
SLC,Walmart,V30097108,SM3039663,225.37,249.77,24.40,Discount Labor Line,Service,01/18/21
SLC,Walmart,V30097092,W350877,1252.73,1412.11,125.63,Discount Labor Line,Service,01/18/21
SLC,Walmart,V30097093,W351373,687.63,788.88,63.75,Discount Labor Line,Service,01/18/21
SLC,Walmart,V30097094,W351375,256.21,276.91,24.38,Discount Labor Line,Service,01/18/21
SLC,Walmart,V30097095,W351435,719.31,662.70,54.38,Discount Labor Line,Service,01/18/21
SLC,Walmart,V30097155,W351299,2027.93,2055.53,44.85,Discount Labor Line,Service,01/19/21
SLC,Walmart,V30097154,W351446,723.90,794.67,70.88,Discount Labor Line,Service,01/19/21
SLC,Walmart,V30097153,W351483,430.22,399.82,44.93,Discount Labor Line,Service,01/19/21
SLC,Walmart,V30097258,SM3038984,225.00,250.00,25.00,Discount Labor Line,Service,01/21/21
SLC,Walmart,V30097257,SM3038985,238.70,250.13,20.00,Discount Labor Line,Service,01/21/21
SLC,Walmart,V30097259,SM3038986,225.00,250.00,25.00,Discount Labor Line,Service,01/21/21
SLC,Walmart,V30097391,SM3039664,225.00,250.00,25.00,Discount Labor Line,Service,01/25/21
SLC,Walmart,V30097394,SM3039665,225.71,248.21,22.50,Discount Labor Line,Service,01/25/21
SLC,Walmart,V30097393,SM3039667,222.23,244.44,23.00,Discount Labor Line,Service,01/25/21
SLC,Walmart,V30097395,SM3039668,225.00,250.00,25.00,Discount Labor Line,Service,01/25/21
SLC,Walmart,V30097392,SM3039669,225.00,250.00,25.00,Discount Labor Line,Service,01/25/21
SLC,Walmart,V30097390,W351118,1704.28,1738.03,33.75,Discount Labor Line,Service,01/25/21
SLC,Walmart,V30097384,W351240,822.28,848.40,52.50,Discount Labor Line,Service,01/25/21
SLC,Walmart,V30097382,W351387,691.87,795.00,76.88,Discount Labor Line,Service,01/25/21
SLC,Walmart,V30097386,W351537,270.67,300.00,30.08,Discount Labor Line,Service,01/25/21
SLC,Walmart,V30097208,SM3038987,225.00,250.00,25.00,Discount Labor Line,Service,01/27/21
SLC,Walmart,V30097429,W351302,1509.60,1592.10,82.50,Discount Labor Line,Service,01/27/21
SLC,Walmart,V30097498,W351313,624.37,712.50,69.38,Discount Labor Line,Service,01/27/21
SLC,Walmart,V30097431,W351538,802.88,877.48,64.65,Discount Labor Line,Service,01/27/21
SLC,Walmart,V30097430,W351639,429.11,472.07,41.25,Discount Labor Line,Service,01/27/21
SLC,Walmart,V30097432,W351657,286.87,250.00,31.88,Discount Labor Line,Service,01/27/21
SLC,Walmart,V30097850,W351517,778.54,893.54,75.00,Discount Labor Line,Service,02/05/21
SLC,Walmart,V30097849,W351635,714.97,924.82,67.50,Discount Labor Line,Service,02/05/21
SLC,Walmart,V30097853,W351651,476.56,527.19,50.63,Discount Labor Line,Service,02/05/21
SLC,Walmart,V30097851,W351721,704.48,793.86,65.63,Discount Labor Line,Service,02/05/21
SLC,Walmart,V30097852,W351738,332.16,346.79,29.63,Discount Labor Line,Service,02/05/21
SLC,Walmart,V30097848,W351739,235.57,262.50,26.18,Discount Labor Line,Service,02/05/21
SLC,Walmart,V30097847,W351759,839.68,819.06,35.63,Discount Labor Line,Service,02/05/21
SLC,Walmart,V30097963,W351815,236.05,257.41,22.50,Discount Labor Line,Service,02/12/21
SLC,Walmart,V30097964,W351838,135.00,150.00,15.00,Discount Labor Line,Service,02/12/21
SLC,Walmart,V30097965,W351853,452.68,500.64,48.75,Discount Labor Line,Service,02/12/21
SLC,Walmart,V30097966,W351862,716.66,679.41,61.28,Discount Labor Line,Service,02/12/21
SLC,Walmart,V30098429,W351839,868.93,928.93,60.00,Discount Labor Line,Service,02/25/21
SLC,Walmart,V30098430,W351888,590.62,656.25,65.63,Discount Labor Line,Service,02/25/21
SLC,Walmart,V30098749,W351969,540.66,574.57,35.63,Discount Labor Line,Service,02/25/21
SLC,Walmart,V30098757,W352010,592.58,632.48,41.40,Discount Labor Line,Service,02/25/21
SLC,Walmart,V30098428,W352022,502.66,547.66,45.00,Discount Labor Line,Service,02/25/21
SLC,Walmart,V30098758,W352060,320.62,356.25,35.63,Discount Labor Line,Service,02/25/21
SLC,Walmart,V30098427,W352067,87.21,89.18,5.63,Discount Labor Line,Service,02/25/21
SLC,Walmart,V30098750,W352068,286.87,318.75,31.88,Discount Labor Line,Service,02/25/21
SLC,Walmart,V30098608,W352156,168.96,180.87,15.00,Discount Labor Line,Service,02/25/21
SLC,Walmart,V30099033,W352081,1347.25,1394.13,46.88,Discount Labor Line,Service,03/05/21
SLC,Walmart,V30099028,W352234,405.00,450.00,45.00,Discount Labor Line,Service,03/05/21
SLC,Walmart,V30099032,W352261,730.24,775.24,45.00,Discount Labor Line,Service,03/05/21
SLC,Walmart,V30099029,W352269,236.25,262.50,26.25,Discount Labor Line,Service,03/05/21
SLC,Walmart,V30099035,W352281,651.12,552.29,59.85,Discount Labor Line,Service,03/05/21
SLC,Walmart,V30099027,W352298,253.12,281.25,28.13,Discount Labor Line,Service,03/05/21
SLC,Walmart,V30099034,W352315,185.62,206.25,20.63,Discount Labor Line,Service,03/05/21
SLC,Walmart,V30099289,W352041,2125.70,2219.45,93.75,Discount Labor Line,Service,03/16/21
SLC,Walmart,V30099287,W352423,374.96,437.32,39.75,Discount Labor Line,Service,03/16/21
SLC,Walmart,V30099288,W352484,363.94,432.44,32.93,Discount Labor Line,Service,03/16/21
SLC,Walmart,V30099291,W352530,118.12,131.25,13.13,Discount Labor Line,Service,03/16/21
SLC,Walmart,V30099748,W352402,1310.75,1381.63,85.88,Discount Labor Line,Service,03/25/21
SLC,Walmart,V30099745,W352403,590.42,654.17,63.75,Discount Labor Line,Service,03/25/21
SLC,Walmart,V30099750,W352529,780.53,840.53,60.00,Discount Labor Line,Service,03/25/21
SLC,Walmart,V30099746,W352581,599.59,782.09,63.75,Discount Labor Line,Service,03/25/21
SLC,Walmart,V30099749,W352607,803.19,854.34,52.65,Discount Labor Line,Service,03/25/21
SLC,Walmart,V30099744,W352617,732.41,750.75,41.25,Discount Labor Line,Service,03/25/21
SLC,Walmart,V30099747,W352704,135.00,150.00,15.00,Discount Labor Line,Service,03/25/21
SLC,Walmart,V30100019,SM3040848,202.50,300.00,22.50,Discount Labor Line,Service,04/02/21
SLC,Walmart,V30100013,SM3040854,105.28,290.91,9.38,Discount Labor Line,Service,04/02/21
SLC,Walmart,V30100018,SM3040855,101.25,300.00,11.25,Discount Labor Line,Service,04/02/21
SLC,Walmart,V30100021,SM3040856,50.62,300.00,5.62,Discount Labor Line,Service,04/02/21
SLC,Walmart,V30100020,SM3040857,116.70,286.88,11.25,Discount Labor Line,Service,04/02/21
SLC,Walmart,V30100016,SM3040858,140.62,300.00,15.63,Discount Labor Line,Service,04/02/21
SLC,Walmart,V30100012,SM3040859,67.50,75.00,7.50,Discount Labor Line,Service,04/02/21
SLC,Walmart,V30100017,SM3040860,101.25,300.00,11.25,Discount Labor Line,Service,04/02/21
SLC,Walmart,V30100010,W352744,270.00,300.00,30.00,Discount Labor Line,Service,04/02/21
SLC,Walmart,V30100011,W352746,1016.43,1022.58,82.65,Discount Labor Line,Service,04/02/21
SLC,Walmart,V30100008,W352748,1267.69,1327.69,60.00,Discount Labor Line,Service,04/02/21
SLC,Walmart,V30100009,W352805,642.02,700.15,58.13,Discount Labor Line,Service,04/02/21
SLC,Walmart,V30100254,W352715,779.99,824.99,45.00,Discount Labor Line,Service,04/09/21
SLC,Walmart,V30100252,W352796,756.12,833.51,63.75,Discount Labor Line,Service,04/09/21
SLC,Walmart,V30100251,W352815,320.09,216.97,34.38,Discount Labor Line,Service,04/09/21
SLC,Walmart,V30100248,W352882,484.30,522.09,45.00,Discount Labor Line,Service,04/09/21
SLC,Walmart,V30100253,W352900,504.25,537.17,43.13,Discount Labor Line,Service,04/09/21
SLC,Walmart,V30100249,W352927,787.42,832.42,45.00,Discount Labor Line,Service,04/09/21
SLC,Walmart,V30100250,W352934,342.90,393.75,38.10,Discount Labor Line,Service,04/09/21
SLC,Walmart,V30100314,SM3040914,225.00,250.00,25.00,Discount Labor Line,Service,04/13/21
SLC,Walmart,V30100313,SM3040916,225.00,250.00,25.00,Discount Labor Line,Service,04/13/21
SLC,Walmart,V30100315,SM3040918,225.00,250.00,25.00,Discount Labor Line,Service,04/13/21
SLC,Walmart,V30100312,W353005,338.17,375.00,37.58,Discount Labor Line,Service,04/13/21
SLC,Walmart,V30100311,W353015,298.35,337.50,33.15,Discount Labor Line,Service,04/13/21
SLC,Walmart,V30100355,SM3040917,238.64,283.64,25.00,Discount Labor Line,Service,04/15/21
SLC,Walmart,V30100352,SM3040919,225.00,250.00,25.00,Discount Labor Line,Service,04/15/21
SLC,Walmart,V30100354,SM3040920,264.11,250.00,25.00,Discount Labor Line,Service,04/15/21
SLC,Walmart,V30100349,W352877,270.00,450.00,30.00,Discount Labor Line,Service,04/15/21
SLC,Walmart,V30100350,W353010,236.25,262.50,26.25,Discount Labor Line,Service,04/15/21
SLC,Walmart,V30100351,W353049,292.60,328.53,31.43,Discount Labor Line,Service,04/15/21
SLC,Walmart,V30100472,W353093,710.29,685.46,52.58,Discount Labor Line,Service,04/16/21
SLC,Walmart,V30100473,W353152,135.00,150.00,15.00,Discount Labor Line,Service,04/16/21
SLC,Walmart,V30100904,SM3040915,264.11,250.00,25.00,Discount Labor Line,Service,04/23/21
SLC,Walmart,V30101072,W353374,651.25,766.25,71.25,Discount Labor Line,Service,04/27/21
SLC,Walmart,V30101275,W353406,808.64,836.77,28.13,Discount Labor Line,Service,04/30/21
SLC,Walmart,V30101359,SM3041367,260.52,285.52,25.00,Discount Labor Line,Service,05/04/21
SLC,Walmart,V30101357,W353439,236.25,262.50,26.25,Discount Labor Line,Service,05/04/21
SLC,Walmart,V30101356,W353462,460.31,484.69,24.38,Discount Labor Line,Service,05/04/21
SLC,Walmart,V30101358,W353576,337.50,375.00,37.50,Discount Labor Line,Service,05/04/21
SLC,Walmart,V30101575,W353099,560.67,605.81,54.98,Discount Labor Line,Service,05/11/21
SLC,Walmart,V30101576,W353757,340.59,370.66,33.75,Discount Labor Line,Service,05/11/21
SLC,Walmart,V30101768,SM3041580,274.78,298.96,25.00,Discount Labor Line,Service,05/18/21
SLC,Walmart,V30101764,W353755,523.12,543.75,58.13,Discount Labor Line,Service,05/18/21
SLC,Walmart,V30101766,W353810,769.31,767.96,56.40,Discount Labor Line,Service,05/18/21
SLC,Walmart,V30101765,W353828,879.04,945.00,6.90,Discount Labor Line,Service,05/18/21
SLC,Walmart,V30102108,SM3041671,225.00,250.00,25.00,Discount Labor Line,Service,05/25/21
SLC,Walmart,V30102111,SM3041674,231.88,256.88,25.00,Discount Labor Line,Service,05/25/21
SLC,Walmart,V30102110,SM3041675,274.39,299.98,25.00,Discount Labor Line,Service,05/25/21
SLC,Walmart,V30102106,W353923,354.37,393.75,39.38,Discount Labor Line,Service,05/25/21
SLC,Walmart,V30102107,W353969,377.61,393.15,22.50,Discount Labor Line,Service,05/25/21
SLC,Walmart,V30102289,SM3041673,225.00,250.00,25.00,Discount Labor Line,Service,06/03/21
SLC,Walmart,V30102288,W353939,861.49,865.77,43.28,Discount Labor Line,Service,06/03/21
SLC,Walmart,V30102343,W354168,195.62,215.17,20.63,Discount Labor Line,Service,06/03/21
SLC,Walmart,V30102521,W353463,843.27,802.23,28.13,Discount Labor Line,Service,06/10/21
SLC,Walmart,V30102522,W354169,739.98,807.91,69.38,Discount Labor Line,Service,06/10/21
SLC,Walmart,V30102518,W354170,266.39,214.32,24.38,Discount Labor Line,Service,06/10/21
SLC,Walmart,V30102519,W354271,317.49,339.99,22.50,Discount Labor Line,Service,06/10/21
SLC,Walmart,V30102723,W354333,866.98,926.98,60.00,Discount Labor Line,Service,06/17/21
SLC,Walmart,V30102722,W354367,67.50,75.00,7.50,Discount Labor Line,Service,06/17/21
SLC,Walmart,V30102721,W354451,454.95,506.25,50.55,Discount Labor Line,Service,06/17/21
SLC,Walmart,V30102865,W354371,185.62,206.25,20.63,Discount Labor Line,Service,06/18/21
SLC,Walmart,V30102290,SM3041669,225.00,250.00,25.00,Discount Labor Line,Service,06/24/21
SLC,Walmart,V30103029,W354539,838.45,883.45,45.00,Discount Labor Line,Service,06/25/21
SLC,Walmart,V30103027,W354560,396.40,426.93,32.03,Discount Labor Line,Service,06/25/21
SLC,Walmart,V30103161,W354738,562.50,375.00,62.50,Discount Labor Line,Service,06/29/21
SLC,Walmart,V30103162,W354807,202.50,225.00,22.50,Discount Labor Line,Service,06/29/21
SLC,Walmart,V30103485,SM3042117,225.00,250.00,25.00,Discount Labor Line,Service,07/08/21
SLC,Walmart,V30103487,SM3042118,225.00,250.00,25.00,Discount Labor Line,Service,07/08/21
SLC,Walmart,V30103486,SM3042119,233.87,258.05,25.00,Discount Labor Line,Service,07/08/21
SLC,Walmart,V30103484,SM3042122,248.21,272.39,25.00,Discount Labor Line,Service,07/08/21
SLC,Walmart,V30103483,SM3042146,225.00,250.00,25.00,Discount Labor Line,Service,07/08/21
SLC,Walmart,V30103480,SM3042147,259.33,283.51,25.00,Discount Labor Line,Service,07/08/21
SLC,Walmart,V30103477,SM3042149,232.46,257.46,25.00,Discount Labor Line,Service,07/08/21
SLC,Walmart,V30103481,SM3042150,253.98,278.98,25.00,Discount Labor Line,Service,07/08/21
SLC,Walmart,V30103482,SM3042151,225.00,250.00,25.00,Discount Labor Line,Service,07/08/21
SLC,Walmart,V30103478,SM3042153,225.00,250.00,25.00,Discount Labor Line,Service,07/08/21
SLC,Walmart,V30103479,SM3042154,231.88,256.88,25.00,Discount Labor Line,Service,07/08/21
SLC,Walmart,V30103593,SM3042126,225.00,250.00,25.00,Discount Labor Line,Service,07/13/21
SLC,Walmart,V30103594,SM3042127,225.00,250.00,25.00,Discount Labor Line,Service,07/13/21
SLC,Walmart,V30103592,SM3042128,225.00,250.00,25.00,Discount Labor Line,Service,07/13/21
SLC,Walmart,V30103591,SM3042131,232.46,257.46,25.00,Discount Labor Line,Service,07/13/21
SLC,Walmart,V30103595,SM3042152,225.00,250.00,25.00,Discount Labor Line,Service,07/13/21
SLC,Walmart,V30103587,W354508,842.58,887.58,45.00,Discount Labor Line,Service,07/13/21
SLC,Walmart,V30103589,W354900,4626.80,4614.58,105.53,Discount Labor Line,Service,07/13/21
SLC,Walmart,V30103586,W354904,540.95,612.01,50.63,Discount Labor Line,Service,07/13/21
SLC,Walmart,V30103590,W355058,424.54,452.89,37.65,Discount Labor Line,Service,07/13/21
SLC,Walmart,V30103700,SM3042120,225.00,250.00,25.00,Discount Labor Line,Service,07/16/21
SLC,Walmart,V30103701,SM3042123,275.12,299.30,25.00,Discount Labor Line,Service,07/16/21
SLC,Walmart,V30103702,SM3042124,225.00,250.00,25.00,Discount Labor Line,Service,07/16/21
SLC,Walmart,V30103699,SM3042125,279.33,303.51,25.00,Discount Labor Line,Service,07/16/21
SLC,Walmart,V30103698,W355119,677.94,734.72,67.50,Discount Labor Line,Service,07/16/21
SLC,Walmart,V30102523,W354254,101.25,112.50,11.25,Discount Labor Line,Service,07/22/21
SLC,Walmart,V30102724,W354344,320.62,356.25,35.63,Discount Labor Line,Service,07/22/21
SLC,Walmart,V30103028,W354737,286.87,318.75,31.88,Discount Labor Line,Service,07/22/21
SLC,Walmart,V30103813,W355054,691.87,786.25,76.88,Discount Labor Line,Service,07/22/21
SLC,Walmart,V30103812,W355245,709.22,746.57,39.60,Discount Labor Line,Service,07/22/21
SLC,Walmart,V30103839,W355269,761.10,789.23,28.13,Discount Labor Line,Service,07/22/21
SLC,Walmart,V30104220,W355317,795.81,815.46,24.90,Discount Labor Line,Service,07/30/21
SLC,Walmart,V30104217,W355318,275.42,298.09,26.25,Discount Labor Line,Service,07/30/21
SLC,Walmart,V30104263,SM3042381,225.00,250.00,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104265,SM3042383,225.00,250.00,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104264,SM3042384,225.00,250.00,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104266,SM3042385,225.00,250.00,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104269,SM3042386,513.76,302.51,51.25,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104267,SM3042387,225.00,250.00,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104229,SM3042441,256.11,281.11,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104230,SM3042442,241.33,265.51,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104262,SM3042443,225.00,250.00,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104231,SM3042444,225.00,250.00,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104261,SM3042445,225.00,250.00,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104228,SM3042448,257.92,282.92,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104225,SM3042449,225.00,250.00,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104226,SM3042450,225.00,250.00,25.00,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104222,W355092,1865.94,1905.32,39.38,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104223,W355173,1588.71,1655.01,65.55,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104221,W355291,483.39,506.12,28.73,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30104333,W355535,219.37,243.75,24.38,Discount Labor Line,Service,08/02/21
SLC,Walmart,V30103588,W355053,235.57,262.50,26.18,Discount Labor Line,Service,08/04/21
SLC,Walmart,V30104219,W355224,320.62,356.25,35.63,Discount Labor Line,Service,08/04/21
SLC,Walmart,V30104224,W355296,763.80,840.45,70.65,Discount Labor Line,Service,08/04/21
SLC,Walmart,V30104218,W355371,345.60,393.75,38.40,Discount Labor Line,Service,08/04/21
SLC,Walmart,V30104545,SM3042437,225.00,250.00,25.00,Discount Labor Line,Service,08/09/21
SLC,Walmart,V30104544,SM3042438,253.98,278.98,25.00,Discount Labor Line,Service,08/09/21
SLC,Walmart,V30104540,SM3042439,225.00,250.00,25.00,Discount Labor Line,Service,08/09/21
SLC,Walmart,V30104542,SM3042446,225.00,250.00,25.00,Discount Labor Line,Service,08/09/21
SLC,Walmart,V30104543,SM3042447,225.00,250.00,25.00,Discount Labor Line,Service,08/09/21
SLC,Walmart,V30104546,SM3042452,255.09,280.09,25.00,Discount Labor Line,Service,08/09/21
SLC,Walmart,V30104539,W355435,474.52,519.52,45.00,Discount Labor Line,Service,08/09/21
SLC,Walmart,V30104538,W355602,465.47,513.70,46.73,Discount Labor Line,Service,08/09/21
SLC,Walmart,V30104631,SM3042451,225.00,250.00,25.00,Discount Labor Line,Service,08/11/21
SLC,Walmart,V30104629,W355346,1374.12,1448.50,65.63,Discount Labor Line,Service,08/11/21
SLC,Walmart,V30104630,W355636,359.73,399.11,39.38,Discount Labor Line,Service,08/11/21
SLC,Walmart,V30104708,W355457,422.63,462.61,43.13,Discount Labor Line,Service,08/12/21
SLC,Walmart,V30104930,W355668,373.38,397.99,30.00,Discount Labor Line,Service,08/18/21
SLC,Walmart,V30104931,W355666,661.13,715.11,56.25,Discount Labor Line,Service,08/18/21
SLC,Walmart,V30104932,W355633,786.45,872.70,63.75,Discount Labor Line,Service,08/18/21
SLC,Walmart,V30104933,W355877,282.31,310.57,30.08,Discount Labor Line,Service,08/18/21
SLC,Walmart,V30104541,SM3042440,225.00,250.00,25.00,Discount Labor Line,Service,08/18/21
SLC,Walmart,V30105221,W355514,4562.72,4739.27,172.05,Discount Labor Line,Service,08/25/21
SLC,Walmart,V30105263,W352828,697.00,766.19,73.13,Discount Labor Line,Service,08/27/21
SLC,Walmart,V30105264,W352676,2170.39,2234.14,63.75,Discount Labor Line,Service,08/27/21
SLC,Walmart,V30105575,W356147,840.36,881.61,41.25,Discount Labor Line,Service,08/31/21
SLC,Walmart,V30105577,W355456,1505.61,1565.61,60.00,Discount Labor Line,Service,08/31/21
SLC,Walmart,V30104929,W355791,362.63,300.79,33.53,Discount Labor Line,Service,09/13/21
SLC,Walmart,V30106664,SM3043257,112.50,125.00,12.50,Discount Labor Line,Service,09/28/21
SLC,Walmart,V30106703,W354264,683.45,759.38,75.94,Discount Labor Line,Service,09/29/21
SLC,Walmart,V30107129,W356909,2353.88,2454.34,98.21,Discount Labor Line,Service,10/13/21
SLC,Walmart,V30107316,W356729,506.26,562.50,56.25,Discount Labor Line,Service,10/18/21
SLC,Walmart,V30097431,W351538,802.88,877.48,0.20,Entry Error - Freight,Service,01/27/21
SLC,Walmart,V30097849,W351635,714.97,924.82,-38.91,Entry Error - Freight,Service,02/05/21
SLC,Walmart,V30101765,W353828,879.04,945.00,-96.94,Entry Error - Freight,Service,05/18/21
SLC,Walmart,V30096914,W351323,440.05,558.18,75.00,Entry Error - Labor Quantity,Service,01/12/21
SLC,Walmart,V30097155,W351299,2027.93,2055.53,-18.75,Entry Error - Labor Quantity,Service,01/19/21
SLC,Walmart,V30099035,W352281,651.12,552.29,-150.00,Entry Error - Labor Quantity,Service,03/05/21
SLC,Walmart,V30100011,W352746,1016.43,1022.58,243.75,Entry Error - Labor Quantity,Service,04/02/21
SLC,Walmart,V30101765,W353828,879.04,945.00,-37.50,Entry Error - Labor Quantity,Service,05/18/21
SLC,Walmart,V30096730,W351144,143.49,203.50,10.00,Entry Error - Part Pricing,Service,01/05/21
SLC,Walmart,V30096793,W350892,774.08,865.90,-1.51,Entry Error - Part Pricing,Service,01/07/21
SLC,Walmart,V30096881,W351278,295.36,333.49,10.00,Entry Error - Part Pricing,Service,01/11/21
SLC,Walmart,V30097103,SM3038965,223.93,244.05,1.91,Entry Error - Part Pricing,Service,01/18/21
SLC,Walmart,V30099744,W352617,732.41,750.75,-22.91,Entry Error - Part Pricing,Service,03/25/21
SLC,Walmart,V30100013,SM3040854,105.28,290.91,20.00,Entry Error - Part Pricing,Service,04/02/21
SLC,Walmart,V30100355,SM3040917,238.64,283.64,20.00,Entry Error - Part Pricing,Service,04/15/21
SLC,Walmart,V30101072,W353374,651.25,766.25,10.00,Entry Error - Part Pricing,Service,04/27/21
SLC,Walmart,V30102110,SM3041675,274.39,299.98,1.41,Entry Error - Part Pricing,Service,05/25/21
SLC,Walmart,V30097257,SM3038985,238.70,250.13,-8.57,Entry Error - Part Quantity,Service,01/21/21
SLC,Walmart,V30100020,SM3040857,116.70,286.88,-8.57,Entry Error - Part Quantity,Service,04/02/21
SLC,Walmart,V30106881,W356833,545.61,540.38,-4.10,Entry Error - Part Quantity,Service,10/07/21
SLC,Walmart,V30096731,W351119,626.12,429.25,-262.50,Entry Error - Travel Quantity,Service,01/05/21
SLC,Walmart,V30096729,W351200,550.85,491.00,-91.50,Entry Error - Travel Quantity,Service,01/05/21
SLC,Walmart,V30096807,W351229,489.16,416.34,-37.50,Entry Error - Travel Quantity,Service,01/08/21
SLC,Walmart,V30096888,W351059,466.31,468.19,-37.50,Entry Error - Travel Quantity,Service,01/11/21
SLC,Walmart,V30097153,W351483,430.22,399.82,-75.00,Entry Error - Travel Quantity,Service,01/19/21
SLC,Walmart,V30097498,W351313,624.37,712.50,18.75,Entry Error - Travel Quantity,Service,01/27/21
SLC,Walmart,V30097849,W351635,714.97,924.82,187.50,Entry Error - Travel Quantity,Service,02/05/21
SLC,Walmart,V30097847,W351759,839.68,819.06,-56.25,Entry Error - Travel Quantity,Service,02/05/21
SLC,Walmart,V30099288,W352484,363.94,432.44,46.50,Entry Error - Travel Quantity,Service,03/16/21
SLC,Walmart,V30099746,W352581,699.59,782.09,18.75,Entry Error - Travel Quantity,Service,03/25/21
SLC,Walmart,V30100011,W352746,1016.43,1022.58,-318.75,Entry Error - Travel Quantity,Service,04/02/21
SLC,Walmart,V30100472,W353093,710.29,685.46,-75.00,Entry Error - Travel Quantity,Service,04/16/21
SLC,Walmart,V30101764,W353755,523.12,543.75,-37.50,Entry Error - Travel Quantity,Service,05/18/21
SLC,Walmart,V30101766,W353810,769.31,767.96,-57.75,Entry Error - Travel Quantity,Service,05/18/21
SLC,Walmart,V30101765,W353828,879.04,945.00,-37.50,Entry Error - Travel Quantity,Service,05/18/21
SLC,Walmart,V30102288,W353939,861.49,865.77,-37.50,Entry Error - Travel Quantity,Service,06/03/21
SLC,Walmart,V30102518,W354170,266.39,214.32,-75.00,Entry Error - Travel Quantity,Service,06/10/21
SLC,Walmart,V30103589,W354900,4626.80,4614.58,-112.50,Entry Error - Travel Quantity,Service,07/13/21
SLC,Walmart,V30105574,W356116,641.52,622.77,-18.75,Entry Error - Travel Quantity,Service,08/31/21
SLC,Walmart,V30104929,W355791,362.63,300.79,-91.50,Entry Error - Travel Quantity,Service,09/13/21
SLC,Walmart,V30106409,W356030,1849.37,1764.98,-84.38,Entry Error - Travel Quantity,Service,09/23/21
SLC,Walmart,V30096807,W351229,489.16,416.34,-31.88,Environmental Fee,Service,01/08/21
SLC,Walmart,V30097095,W351435,719.31,662.70,-46.22,Environmental Fee,Service,01/18/21
SLC,Walmart,V30097966,W351862,716.66,679.41,-50.00,Environmental Fee,Service,02/12/21
SLC,Walmart,V30100354,SM3040920,264.11,250.00,-21.25,Environmental Fee,Service,04/15/21
SLC,Walmart,V30100904,SM3040915,264.11,250.00,-21.25,Environmental Fee,Service,04/23/21
SLC,Walmart,V30096794,W350609,604.57,680.82,12.50,Incorrect Labor Rate,Service,01/07/21
SLC,Walmart,V30096793,W350892,774.08,865.90,30.00,Incorrect Labor Rate,Service,01/07/21
SLC,Walmart,V30096885,W350763,1500.10,1287.00,-322.00,Incorrect Labor Rate,Service,01/11/21
SLC,Walmart,V30096889,W351258,352.50,397.50,7.50,Incorrect Labor Rate,Service,01/11/21
SLC,Walmart,V30097092,W350877,1252.73,1412.11,33.75,Incorrect Labor Rate,Service,01/18/21
SLC,Walmart,V30097093,W351373,687.63,788.88,37.50,Incorrect Labor Rate,Service,01/18/21
SLC,Walmart,V30097382,W351387,691.87,795.00,26.25,Incorrect Labor Rate,Service,01/25/21
SLC,Walmart,V30097430,W351639,429.11,472.07,7.50,Incorrect Labor Rate,Service,01/27/21
SLC,Walmart,V30097850,W351517,778.54,893.54,40.00,Incorrect Labor Rate,Service,02/05/21
SLC,Walmart,V30097851,W351721,704.48,793.86,23.75,Incorrect Labor Rate,Service,02/05/21
SLC,Walmart,V30099287,W352423,374.96,437.32,8.75,Incorrect Labor Rate,Service,03/16/21
SLC,Walmart,V30100252,W352796,756.12,833.51,22.50,Incorrect Labor Rate,Service,04/09/21
SLC,Walmart,V30100251,W352815,320.09,216.97,-137.50,Incorrect Labor Rate,Service,04/09/21
SLC,Walmart,V30100349,W352877,270.00,450.00,150.00,Incorrect Labor Rate,Service,04/15/21
SLC,Walmart,V30101072,W353374,651.25,766.25,33.75,Incorrect Labor Rate,Service,04/27/21
