Billing Group,Invoice Status,Servicing Dealer,Dealer Invoice,Requested Amount,Approved Amount,Invoice Create Date,Invoice Issue?
 TSI,Raymond Paid,60790,V10319925,900.02,900.02,04-29-2021,Yes
 KH,Raymond Paid,60790,V10319903,1064.93,1064.93,04-29-2021,Yes
 CO,Raymond Paid,60792,V20080676,1187.22,1187.22,04-29-2021,Yes
 HD,Raymond Paid,60790,V10319983,1283.24,1283.24,04-29-2021,No
 WM,Raymond Paid,60790,V10319974,2918.44,2918.44,04-29-2021,No
 GS,Raymond Paid,60790,V10320108,65,65,04-30-2021,No
 GS,Raymond Paid,60790,V10320125,65,65,04-30-2021,No
 HD,Raymond Paid,60790,V10320022,75,75,04-30-2021,Yes
 ML,Raymond Paid,60790,V10320069,75,75,04-30-2021,Yes
 HD,Raymond Paid,60790,V10320112,75.39,75.39,04-30-2021,No
 UA,Raymond Paid,60790,V10320056,84,84,04-30-2021,No
 UA,Raymond Paid,60790,V10320059,84,84,04-30-2021,No
 HD,Raymond Paid,60790,V10320025,85,85,04-30-2021,Yes
 HD,Raymond Paid,60790,V10320041,85,85,04-30-2021,No
 HD,Raymond Paid,60790,V10320044,85,85,04-30-2021,No
 HD,Raymond Paid,60790,V10320046,85,85,04-30-2021,Yes
 GS,Raymond Paid,60790,V10320103,85,85,04-30-2021,No
 AZ,Raymond Paid,60791,V30101293,90,90,04-30-2021,Yes
 WM,Raymond Paid,60790,V10320028,94,94,04-30-2021,No
 ML,Raymond Paid,60790,V10320067,95,95,04-30-2021,Yes
 AZ,Raymond Paid,60791,V30101290,95,95,04-30-2021,No
 AZ,Raymond Paid,60791,V30101291,95,95,04-30-2021,No
 AZ,Raymond Paid,60791,V30101292,95,95,04-30-2021,No
 KN,Raymond Paid,60791,V30101283,99.79,99.79,04-30-2021,Yes
 WM,Raymond Paid,60790,V10320029,100,100,04-30-2021,No
 HD,Raymond Paid,60790,V10320058,121.87,121.87,04-30-2021,No
 WM,Raymond Paid,60790,V10320030,150.67,150.67,04-30-2021,Yes
 WM,Raymond Paid,60790,V10320086,167.5,167.5,04-30-2021,No
 WM,Raymond Paid,60790,V10320089,167.5,167.5,04-30-2021,No
 WM,Raymond Paid,60790,V10320090,167.5,167.5,04-30-2021,No
 WM,Raymond Paid,60790,V10320091,167.5,167.5,04-30-2021,No
 WM,Raymond Paid,60790,V10320096,167.5,167.5,04-30-2021,No
 WM,Raymond Paid,60790,V10320097,167.5,167.5,04-30-2021,No
 WM,Raymond Paid,60790,V10320099,167.5,167.5,04-30-2021,No
 WM,Raymond Paid,60790,V10320102,167.5,167.5,04-30-2021,No
 WM,Raymond Paid,60790,V10320122,167.5,167.5,04-30-2021,No
 WM,Raymond Paid,60790,V10320124,167.5,167.5,04-30-2021,No
 WM,Raymond Paid,60790,V10320026,200,200,04-30-2021,No
 WM,Raymond Paid,60790,V10320031,200,200,04-30-2021,No
 KN,Raymond Paid,60791,V30101282,205.66,205.66,04-30-2021,Yes
 ML,Raymond Paid,60790,V10320071,208.66,208.66,04-30-2021,Yes
 KN,Raymond Paid,60791,V30101284,214.48,214.48,04-30-2021,No
 WAY,Raymond Paid,60790,V10320153,234.61,234.61,04-30-2021,No
 KN,Raymond Paid,60791,V30101285,239.35,239.35,04-30-2021,No
 AZ,Raymond Paid,60791,V30101288,270,270,04-30-2021,Yes
 KN,Raymond Paid,60791,V30101286,274.93,274.93,04-30-2021,Yes
 AZ,Raymond Paid,60791,V30101294,280.35,280.35,04-30-2021,Yes
 HS,Raymond Paid,60790,V10320161,370.28,370.28,04-30-2021,No
 KH,Raymond Paid,60790,V10320154,378.48,378.48,04-30-2021,Yes
 WM,Raymond Paid,60790,V10320033,418.86,418.86,04-30-2021,Yes
 HS,Raymond Paid,60790,V10320159,461.71,461.71,04-30-2021,No
 HD,Raymond Paid,60790,V10320049,481.87,481.87,04-30-2021,Yes
 HD,Raymond Paid,60790,V10320038,511.75,511.75,04-30-2021,Yes
 AZ,Raymond Paid,60791,V30101289,550.92,550.92,04-30-2021,Yes
 HD,Raymond Paid,60791,V30101276,609.05,609.05,04-30-2021,Yes
 WM,Raymond Paid,60791,V30101275,836.77,836.77,04-30-2021,Yes
 AZ,Raymond Paid,60791,V30101295,876.99,876.99,04-30-2021,Yes
 KH,Raymond Paid,60790,V10319852,1190,1190,04-30-2021,No
 AZ,Raymond Paid,60791,V30101287,2928.96,2928.96,04-30-2021,Yes
 ML,Raymond Paid,60790,V10320113,4359.59,4359.59,04-30-2021,Yes
 ML,Raymond Paid,60790,V10320352,64.53,64.53,05-04-2021,No
 ML,Raymond Paid,60791,V30101354,65,65,05-04-2021,No
 AZ,Raymond Paid,60791,V30101007,90,90,05-04-2021,Yes
 HD,Raymond Paid,60790,V10320273,90.88,90.88,05-04-2021,No
 ML,Raymond Paid,60791,V30101353,107.39,107.39,05-04-2021,Yes
 WM,Raymond Paid,60790,V10320266,140,140,05-04-2021,No
 WM,Raymond Paid,60790,V10320276,156,156,05-04-2021,No
 AZ,Raymond Paid,60790,V10320290,180,180,05-04-2021,No
 WM,Raymond Paid,60790,V10320272,226.04,226.04,05-04-2021,No
 WM,Raymond Paid,60791,V30101357,262.5,262.5,05-04-2021,Yes
 WM,Raymond Paid,60791,V30101359,285.52,285.52,05-04-2021,Yes
 WM,Raymond Paid,60791,V30101358,375,375,05-04-2021,Yes
 AZ,Raymond Paid,60790,V10320287,382.5,382.5,05-04-2021,No
 ML,Raymond Paid,60791,V30101355,425.05,425.05,05-04-2021,Yes
 XPO,Raymond Paid,60791,V30101200,435.6,435.6,05-04-2021,No
 AZ,Raymond Paid,60791,V30101198,440,440,05-04-2021,No
 WM,Raymond Paid,60791,V30101356,484.69,484.69,05-04-2021,Yes
 WM,Raymond Paid,60790,V10320269,558.9,558.9,05-04-2021,Yes
 AZ,Raymond Paid,60791,V30101352,576.4,576.4,05-04-2021,Yes
 ML,Raymond Paid,60791,V30101363,877.17,877.17,05-04-2021,Yes
 XPO,Raymond Paid,60791,V30101204,2856,2856,05-04-2021,Yes
 UA,Raymond Paid,60790,V10320773,84,84,05-07-2021,No
 UA,Raymond Paid,60790,V10320774,84,84,05-07-2021,Yes
 AZ,Raymond Paid,60790,V10320794,135,135,05-07-2021,Yes
 AZ,Raymond Paid,60790,V10320797,135,135,05-07-2021,No
 AZ,Raymond Paid,60791,V30101512,135,135,05-07-2021,No
 AZ,Raymond Paid,60790,V40005567,136.35,136.35,05-07-2021,No
 KH,Raymond Paid,60790,V10320803,138,138,05-07-2021,No
 AZ,Raymond Paid,60791,V30101509,157.5,157.5,05-07-2021,Yes
 AZ,Raymond Paid,60791,V30101511,157.5,157.5,05-07-2021,No
 AZ,Raymond Paid,60790,V40005547,158.4,158.4,05-07-2021,No
 WM,Raymond Paid,60790,V10320737,167.5,167.5,05-07-2021,No
 HD,Raymond Paid,60790,V10320760,178.59,178.59,05-07-2021,No
 HD,Raymond Paid,60790,V10320757,207.5,207.5,05-07-2021,No
 HD,Raymond Paid,60790,V10320755,218.92,218.92,05-07-2021,No
 HD,Raymond Paid,60790,V10320764,251.24,251.24,05-07-2021,Yes
 AZ,Raymond Paid,60790,V10320787,270,270,05-07-2021,No
 AZ,Raymond Paid,60790,V10320795,270,270,05-07-2021,No
 KH,Raymond Paid,60790,V10320799,313.7,313.7,05-07-2021,Yes
 UA,Raymond Paid,60790,V10320769,352.46,352.46,05-07-2021,Yes
 UA,Raymond Paid,60790,V10320770,352.46,352.46,05-07-2021,Yes
 UA,Raymond Paid,60790,V10320772,352.46,352.46,05-07-2021,Yes
 UA,Raymond Paid,60790,V10320771,408.99,408.99,05-07-2021,Yes
 KH,Raymond Paid,60790,V10320802,533.95,533.95,05-07-2021,Yes
 UA,Raymond Paid,60790,V10320768,548.62,548.62,05-07-2021,Yes
 WAY,Raymond Paid,60790,V40005554,587.55,587.55,05-07-2021,Yes
 AZ,Raymond Paid,60791,V30101510,711.33,711.33,05-07-2021,Yes
 WM,Raymond Paid,60790,V10320785,729.78,729.78,05-07-2021,Yes
 KH,Raymond Paid,60790,V10320798,922.45,922.45,05-07-2021,Yes
 ML,Raymond Paid,60790,V10320766,981.45,981.45,05-07-2021,Yes
 AZ,Raymond Paid,60790,v40005568,30,30,05-10-2021,No
 HD,Raymond Paid,60790,V10320901,179.48,179.48,05-10-2021,Yes
 WM,Raymond Paid,60790,V10320877,397.44,397.44,05-10-2021,No
 WM,Raymond Paid,60790,V10320872,442.15,442.15,05-10-2021,No
 SC,Raymond Paid,60790,V10320867,532.16,532.16,05-10-2021,No
 KN,Raymond Paid,60791,V30101571,45,45,05-11-2021,No
 KN,Raymond Paid,60791,V30101570,52.46,52.46,05-11-2021,No
 HD,Raymond Paid,60791,V10321040,55,55,05-11-2021,No
 WM,Raymond Paid,60791,V10321044,64,64,05-11-2021,No
 ML,Raymond Paid,60791,V30101572,65,65,05-11-2021,No
 HD,Raymond Paid,60791,V10321041,85,85,05-11-2021,No
 WM,Raymond Paid,60791,V10321056,100,100,05-11-2021,No
 HD,Raymond Paid,60791,V30101506,177,177,05-11-2021,Yes
 SC,Raymond Paid,60791,V30101574,232.16,232.16,05-11-2021,Yes
 KN,Raymond Paid,60791,V30101568,234.6,234.6,05-11-2021,No
 KN,Raymond Paid,60791,V30101569,234.6,234.6,05-11-2021,Yes
 WM,Raymond Paid,60791,V10321058,320.28,320.28,05-11-2021,Yes
 WM,Raymond Paid,60791,V30101576,370.66,370.66,05-11-2021,Yes
 HD,Raymond Paid,60791,V30101507,511.84,511.84,05-11-2021,Yes
 HD,Raymond Paid,60791,V30101508,555.8,555.8,05-11-2021,Yes
 WM,Raymond Paid,60791,V30101575,605.81,605.81,05-11-2021,Yes
 BKR,Raymond Paid,60791,V30101505,833.78,833.78,05-11-2021,No
 XPO,Raymond Paid,60791,V30101573,1449.97,1449.97,05-11-2021,Yes
 HD,Raymond Paid,60790,V10321161,55,55,05-12-2021,No
 HD,Raymond Paid,60790,V10321162,55,55,05-12-2021,No
 HD,Raymond Paid,60790,V10321160,55.45,55.45,05-12-2021,No
 WM,Raymond Paid,60791,V10321100,56,56,05-12-2021,No
 WM,Raymond Paid,60791,V10321102,64,64,05-12-2021,No
 WM,Raymond Paid,60791,V10321105,64,64,05-12-2021,No
 HD,Raymond Paid,60790,V10321163,75,75,05-12-2021,No
 HD,Raymond Paid,60792,V20080772,75,75,05-12-2021,Yes
 HD,Raymond Paid,60792,V20080766,85,85,05-12-2021,Yes
 HD,Raymond Paid,60792,V20080798,85,85,05-12-2021,No
 HD,Raymond Paid,60792,V20080919,85,85,05-12-2021,No
 AZ,Raymond Paid,60790,V10321151,90,90,05-12-2021,No
 BZ,Raymond Paid,60792,V20080893,96.25,96.25,05-12-2021,Yes
 HD,Raymond Paid,60790,V10321154,121.09,121.09,05-12-2021,No
 BZ,Raymond Paid,60792,V20080777,216.55,216.55,05-12-2021,Yes
 BZ,Raymond Paid,60792,V20080776,345.1,345.1,05-12-2021,Yes
 KH,Raymond Paid,60790,V10321164,379.5,379.5,05-12-2021,No
 WM,Raymond Paid,60792,V20080916,484.13,484.13,05-12-2021,Yes
 HD,Raymond Paid,60790,V10321421,1467.29,1467.29,05-12-2021,No
 AZ,Raymond Paid,60790,V10321150,2211.65,2211.65,05-12-2021,Yes
 WM,Raymond Paid,60790,V10321173,2511.61,2511.61,05-12-2021,No
 KN,Raymond Paid,60791,V30101658,45,45,05-13-2021,No
 ML,Raymond Paid,60791,V30101661,109.67,109.67,05-13-2021,Yes
 ML,Raymond Paid,60791,V30101662,163.35,163.35,05-13-2021,Yes
 XPO,Raymond Paid,60791,V30101659,349.58,349.58,05-13-2021,Yes
 ML,Raymond Paid,60791,V30101660,427.5,427.5,05-13-2021,Yes
 AZ,Raymond Paid,60791,V30101657,586.31,586.31,05-13-2021,Yes
 AZ,Raymond Paid,60790,V10321273,590.38,590.38,05-13-2021,Yes
 AZ,Raymond Paid,60790,V10321254,1626.39,1626.39,05-13-2021,Yes
 AZ,Raymond Paid,60790,V10321328,135,135,05-14-2021,No
 ITL,Raymond Paid,60790,V10321330,142.71,142.71,05-14-2021,No
 HS,Raymond Paid,60790,V10321337,147.1,147.1,05-14-2021,No
 AZ,Raymond Paid,60790,V10321329,157.5,157.5,05-14-2021,No
 WM,Raymond Paid,60791,V10321335,169.77,169.77,05-14-2021,Yes
 ITL,Raymond Paid,60790,V10321331,188.45,188.45,05-14-2021,No
 AZ,Raymond Paid,60791,V30101723,225,225,05-14-2021,Yes
 AZ,Raymond Paid,60790,V10321326,376.1,376.1,05-14-2021,Yes
 HD,Raymond Paid,60790,V10321332,381.2,381.2,05-14-2021,No
 WM,Raymond Paid,60790,V10321334,941.02,941.02,05-14-2021,Yes
 AZ,Raymond Paid,60791,V30101724,1204.4,1204.4,05-14-2021,Yes
 HS,Raymond Paid,60790,V10321533,271.3,271.3,05-17-2021,No
 AZ,Raymond Paid,60790,V40005578,330,330,05-17-2021,No
 WM,Raymond Paid,60790,V10321535,1763.08,1763.08,05-17-2021,No
 KN,Raymond Paid,60791,V30101789,45,45,05-18-2021,No
 KN,Raymond Paid,60791,V30101792,45,45,05-18-2021,No
 HD,Raymond Paid,60791,V30101763,55,55,05-18-2021,No
 KN,Raymond Paid,60791,V30101793,55,55,05-18-2021,No
 WM,Raymond Paid,60790,V10321628,64,64,05-18-2021,No
 WM,Raymond Paid,60790,V10321629,64,64,05-18-2021,No
 WM,Raymond Paid,60790,V10321630,64,64,05-18-2021,No
 GS,Raymond Paid,60790,V10321641,65,65,05-18-2021,No
 COL,Raymond Paid,60791,V30101773,65,65,05-18-2021,No
 COL,Raymond Paid,60791,V30101776,65,65,05-18-2021,No
 COL,Raymond Paid,60791,V30101778,65,65,05-18-2021,No
 KN,Raymond Paid,60791,V30101791,70.83,70.83,05-18-2021,Yes
 KN,Raymond Paid,60791,V30101790,71.88,71.88,05-18-2021,No
 KN,Raymond Paid,60791,V30101794,71.88,71.88,05-18-2021,No
 ARM,Raymond Paid,60791,V30101786,75,75,05-18-2021,Yes
 ARM,Raymond Paid,60791,V30101787,75,75,05-18-2021,Yes
 AZ,Raymond Paid,60791,V30101761,80,80,05-18-2021,Yes
 UA,Raymond Paid,60790,V10321594,84,84,05-18-2021,No
 UA,Raymond Paid,60790,V10321595,84,84,05-18-2021,Yes
 UA,Raymond Paid,60790,V10321597,84,84,05-18-2021,No
 UA,Raymond Paid,60790,V10321598,84,84,05-18-2021,No
 UA,Raymond Paid,60790,V10321599,84,84,05-18-2021,No
 GS,Raymond Paid,60790,V10321606,85,85,05-18-2021,No
 WM,Raymond Paid,60790,V10321632,88,88,05-18-2021,No
 KN,Raymond Paid,60791,V30101788,93.65,93.65,05-18-2021,Yes
 COL,Raymond Paid,60791,V30101772,95,95,05-18-2021,No
 COL,Raymond Paid,60791,V30101774,95,95,05-18-2021,No
 COL,Raymond Paid,60791,V30101775,95,95,05-18-2021,No
 ARM,Raymond Paid,60791,V30101779,95,95,05-18-2021,Yes
 ARM,Raymond Paid,60791,V30101782,95,95,05-18-2021,Yes
 ARM,Raymond Paid,60791,V30101783,95,95,05-18-2021,Yes
 ARM,Raymond Paid,60791,V30101784,105,105,05-18-2021,Yes
 AZ,Raymond Paid,60790,V10321587,112.5,112.5,05-18-2021,No
