Branch,Customer,Inv Number,Inv Status,Req Amt,App Amt,Inv Created,Inv Issue
DEN,Walmart,V10317178,Raymond Paid,64.0,64.0,04-02-2021,No
DEN,Sam's Club,V10317207,Raymond Paid,87.0,87.0,04-02-2021,No
DEN,Sam's Club,V10317208,Raymond Paid,87.0,87.0,04-02-2021,No
DEN,Sam's Club,V10317210,Raymond Paid,87.0,87.0,04-02-2021,No
DEN,Sam's Club,V10317212,Raymond Paid,87.0,87.0,04-02-2021,No
DEN,Sam's Club,V10317201,Raymond Paid,88.0,88.0,04-02-2021,No
DEN,TBC International,V40005452,Raymond Paid,101.95,101.95,04-02-2021,No
SLC,Kuehne + Nagel,V30100006,Raymond Paid,104.86,104.86,04-02-2021,No
SLC,Walmart,V30099271,Raymond Paid,140.11,140.11,04-02-2021,No
DEN,Sam's Club,V10317215,Raymond Paid,780.95,780.95,04-02-2021,No
DEN,Medline,V10317515,Raymond Paid,369.21,369.21,04-06-2021,No
ABQ,Bunzl,V20080113,Raymond Paid,48.0,48.0,04-07-2021,No
ABQ,Bunzl,V20080102,Raymond Paid,65.0,65.0,04-07-2021,No
ABQ,Bunzl,V20080105,Raymond Paid,65.0,65.0,04-07-2021,No
ABQ,Bunzl,V20080108,Raymond Paid,65.0,65.0,04-07-2021,No
ABQ,Bunzl,V20079848,Raymond Paid,77.0,77.0,04-07-2021,No
DEN,Sam's Club,V10317581,Raymond Paid,78.0,78.0,04-07-2021,No
ABQ,Bunzl,v20080100,Raymond Paid,79.14,79.14,04-07-2021,No
ABQ,Bunzl,v20080111,Raymond Paid,87.98,87.98,04-07-2021,No
ABQ,Baker Dist,v20079737,Raymond Paid,167.95,167.95,04-07-2021,No
DEN,Amazon,V10317615,Raymond Paid,1495.0,1495.0,04-07-2021,No
DEN,Amazon,V10317580,Raymond Paid,1500.0,1500.0,04-07-2021,No
DEN,Harbor Freight,V40005469,Raymond Paid,181.97,181.97,04-08-2021,No
SLC,Medline,V30100239,Raymond Paid,40.0,40.0,04-09-2021,No
SLC,Medline,V30100240,Raymond Paid,50.0,50.0,04-09-2021,No
SLC,Medline,V30100241,Raymond Paid,50.0,50.0,04-09-2021,No
DEN,Home Depot,V10318000,Raymond Paid,55.0,55.0,04-09-2021,No
DEN,Home Depot,V10318003,Raymond Paid,85.0,85.0,04-09-2021,No
SLC,Medline,V30100243,Raymond Paid,85.0,85.0,04-09-2021,No
DEN,Home Depot,V10318005,Raymond Paid,109.64,109.64,04-09-2021,No
SLC,Amazon,V30100247,Raymond Paid,112.5,112.5,04-09-2021,No
DEN,KeHE,V10317995,Raymond Paid,199.5,199.5,04-09-2021,No
DEN,KeHE,V10317984,Raymond Paid,266.0,266.0,04-09-2021,No
DEN,KeHE,V10318698,Raymond Paid,379.5,379.5,04-09-2021,No
DEN,Amazon,V50007710,Raymond Paid,12000.0,12000.0,04-09-2021,No
DEN,Medline,V10318123,Raymond Paid,50.0,50.0,04-12-2021,No
DEN,Medline,V10318119,Raymond Paid,75.0,75.0,04-12-2021,No
DEN,Medline,V10318118,Raymond Paid,85.0,85.0,04-12-2021,No
DEN,Wayfair,V10318106,Raymond Paid,95.0,95.0,04-12-2021,No
DEN,Walmart,V10318157,Raymond Paid,163.98,163.98,04-12-2021,No
DEN,Home Depot,V40005481,Raymond Paid,164.41,164.41,04-12-2021,No
DEN,Walmart,V10318154,Raymond Paid,169.98,169.98,04-12-2021,No
DEN,Medline,V10318126,Raymond Paid,193.46,193.46,04-12-2021,No
DEN,Walmart,V10318163,Raymond Paid,1081.18,1081.18,04-12-2021,No
SLC,Walmart,V10318144,Raymond Paid,2513.26,2513.26,04-12-2021,No
DEN,Sam's Club,V10316822,Raymond Paid,511.23,511.23,04-13-2021,No
DEN,Home Depot,V10318294,Raymond Paid,27.73,27.73,04-13-2021,No
SLC,Amazon,V30099978,Raymond Paid,40.0,40.0,04-13-2021,No
SLC,Medline,V30100305,Raymond Paid,40.0,40.0,04-13-2021,No
DEN,Amazon,V10318236,Raymond Paid,45.0,45.0,04-13-2021,No
DEN,Amazon,V10318237,Raymond Paid,45.0,45.0,04-13-2021,No
DEN,Amazon,V10318238,Raymond Paid,45.0,45.0,04-13-2021,No
DEN,Amazon,V10318240,Raymond Paid,45.0,45.0,04-13-2021,No
DEN,Amazon,V10318241,Raymond Paid,45.0,45.0,04-13-2021,No
DEN,HD Supply,V10318253,Raymond Paid,65.0,65.0,04-13-2021,No
DEN,HD Supply,V10318255,Raymond Paid,65.0,65.0,04-13-2021,No
DEN,HD Supply,V10318256,Raymond Paid,65.0,65.0,04-13-2021,No
DEN,Home Depot,V10318270,Raymond Paid,75.0,75.0,04-13-2021,No
DEN,Home Depot,V10318279,Raymond Paid,75.0,75.0,04-13-2021,No
DEN,Home Depot,V10318286,Raymond Paid,75.0,75.0,04-13-2021,No
DEN,Home Depot,V10318289,Raymond Paid,75.0,75.0,04-13-2021,No
DEN,Home Depot,V10318296,Raymond Paid,75.0,75.0,04-13-2021,No
DEN,Home Depot,V10318299,Raymond Paid,75.0,75.0,04-13-2021,No
SLC,Amazon,V30098640,Raymond Paid,80.0,80.0,04-13-2021,No
DEN,Home Depot,V10318267,Raymond Paid,85.0,85.0,04-13-2021,No
DEN,Home Depot,V10318269,Raymond Paid,85.0,85.0,04-13-2021,No
DEN,Home Depot,V10318272,Raymond Paid,85.0,85.0,04-13-2021,No
DEN,Home Depot,V10318273,Raymond Paid,85.0,85.0,04-13-2021,No
DEN,Home Depot,V10318275,Raymond Paid,85.0,85.0,04-13-2021,No
DEN,Home Depot,V10318297,Raymond Paid,85.0,85.0,04-13-2021,No
DEN,Home Depot,V10318303,Raymond Paid,85.0,85.0,04-13-2021,No
SLC,Walmart,V30098839,Raymond Paid,102.26,102.26,04-13-2021,No
DEN,Home Depot,V10318300,Raymond Paid,104.75,104.75,04-13-2021,No
SLC,Amazon,V30099977,Raymond Paid,120.0,120.0,04-13-2021,No
DEN,Home Depot,V10318265,Raymond Paid,131.66,131.66,04-13-2021,No
DEN,Walmart,V10317148,Raymond Paid,172.54,172.54,04-13-2021,No
DEN,Amazon,V40005489,Raymond Paid,210.0,210.0,04-13-2021,No
SLC,Kuehne + Nagel,V30099982,Raymond Paid,2226.53,2226.53,04-13-2021,No
SLC,Amazon,V30099979,Raymond Paid,2270.0,2270.0,04-13-2021,No
ABQ,Bunzl,V20080112,Raymond Paid,48.0,48.0,04-14-2021,No
ABQ,Bunzl,V20080101,Raymond Paid,65.0,65.0,04-14-2021,No
ABQ,Bunzl,V20080103,Raymond Paid,65.0,65.0,04-14-2021,No
ABQ,Bunzl,V20080104,Raymond Paid,65.0,65.0,04-14-2021,No
ABQ,Bunzl,V20080109,Raymond Paid,65.0,65.0,04-14-2021,No
DEN,HD Pro,V10318429,Raymond Paid,75.0,75.0,04-14-2021,No
DEN,HD Pro,V10318431,Raymond Paid,75.0,75.0,04-14-2021,No
DEN,Home Depot,V10318428,Raymond Paid,85.0,85.0,04-14-2021,No
DEN,HD Pro,V10318403,Raymond Paid,136.55,136.55,04-14-2021,No
SLC,DHL,V30100368,Raymond Paid,15018.06,15018.06,04-15-2021,No
SLC,Amazon,V30100356,Raymond Paid,112.5,112.5,04-15-2021,No
DEN,Mattress Firm,V10318527,Raymond Paid,124.2,124.2,04-15-2021,No
DEN,Mattress Firm,V10318522,Raymond Paid,198.38,198.38,04-15-2021,No
DEN,HD Supply,V10318507,Raymond Paid,264.55,264.55,04-15-2021,No
DEN,Mattress Firm,V10318525,Raymond Paid,329.18,329.18,04-15-2021,No
DEN,Sealy Mattress,V10318518,Raymond Paid,329.4,329.4,04-15-2021,No
SLC,Kuehne + Nagel,V30100458,Raymond Paid,45.0,45.0,04-16-2021,No
SLC,Kuehne + Nagel,V30100459,Raymond Paid,45.0,45.0,04-16-2021,No
SLC,Medline,V30100462,Raymond Paid,50.0,50.0,04-16-2021,No
SLC,Medline,V30100463,Raymond Paid,50.0,50.0,04-16-2021,No
SLC,Medline,V30100464,Raymond Paid,50.0,50.0,04-16-2021,No
DEN,Amazon,V10318651,Raymond Paid,59.0,59.0,04-16-2021,No
DEN,Amazon,V10318653,Raymond Paid,59.0,59.0,04-16-2021,No
DEN,Amazon,V10318658,Raymond Paid,59.0,59.0,04-16-2021,No
DEN,Amazon,V10318639,Raymond Paid,80.0,80.0,04-16-2021,No
DEN,Amazon,V10318654,Raymond Paid,80.0,80.0,04-16-2021,No
DEN,Amazon,V10318655,Raymond Paid,80.0,80.0,04-16-2021,No
DEN,Amazon,V10318657,Raymond Paid,80.0,80.0,04-16-2021,No
DEN,Amazon,V10318659,Raymond Paid,80.0,80.0,04-16-2021,No
DEN,KeHE,V10318623,Raymond Paid,241.5,241.5,04-16-2021,No
DEN,Walmart,V10318701,Raymond Paid,378.81,378.81,04-16-2021,No
DEN,Walmart,V10318838,Raymond Paid,141.6,141.6,04-19-2021,No
DEN,Sam's Club,V10318825,Raymond Paid,282.22,282.22,04-19-2021,No
DEN,Walmart,V10318826,Raymond Paid,381.29,381.29,04-19-2021,No
SLC,Walmart,V10318833,Raymond Paid,436.0,436.0,04-19-2021,No
DEN,Medline,V10318847,Raymond Paid,3694.69,3694.69,04-19-2021,No
DEN,Amazon,V10318924,Raymond Paid,59.0,59.0,04-20-2021,No
DEN,Medline,V10318885,Raymond Paid,64.53,64.53,04-20-2021,No
DEN,Amazon,V10318922,Raymond Paid,80.0,80.0,04-20-2021,No
DEN,Amazon,V10318914,Raymond Paid,95.0,95.0,04-20-2021,No
DEN,Amazon,V10318917,Raymond Paid,225.0,225.0,04-20-2021,No
DEN,Amazon,V10318915,Raymond Paid,742.57,742.57,04-20-2021,No
DEN,HD Supply,V10319090,Raymond Paid,65.0,65.0,04-21-2021,No
DEN,US Autoforce,V10319073,Raymond Paid,84.0,84.0,04-21-2021,No
DEN,US Autoforce,V10319075,Raymond Paid,84.0,84.0,04-21-2021,No
DEN,Home Depot,V10319067,Raymond Paid,85.0,85.0,04-21-2021,No
DEN,Home Depot,V10319068,Raymond Paid,85.0,85.0,04-21-2021,No
DEN,HD Supply,V10319092,Raymond Paid,95.0,95.0,04-21-2021,No
DEN,HD Supply,V10319094,Raymond Paid,95.0,95.0,04-21-2021,No
DEN,HD Supply,V10319100,Raymond Paid,95.0,95.0,04-21-2021,No
DEN,HD Supply,V10319104,Raymond Paid,95.0,95.0,04-21-2021,No
DEN,US Autoforce,V10319071,Raymond Paid,141.31,141.31,04-21-2021,No
DEN,Amazon,V40005502,Raymond Paid,20.0,20.0,04-22-2021,No
DEN,HD Pro,V10319200,Raymond Paid,55.0,55.0,04-22-2021,No
DEN,HD Pro,V10319181,Raymond Paid,75.0,75.0,04-22-2021,No
DEN,HD Pro,V10319182,Raymond Paid,75.0,75.0,04-22-2021,No
DEN,HD Pro,V10319185,Raymond Paid,75.0,75.0,04-22-2021,No
DEN,HD Pro,V10319186,Raymond Paid,75.0,75.0,04-22-2021,No
DEN,Home Depot,V10319196,Raymond Paid,75.0,75.0,04-22-2021,No
DEN,HD Supply,V10319153,Raymond Paid,85.0,85.0,04-22-2021,No
DEN,HD Pro,V10319176,Raymond Paid,85.0,85.0,04-22-2021,No
DEN,HD Pro,V10319184,Raymond Paid,85.0,85.0,04-22-2021,No
DEN,Home Depot,V10319197,Raymond Paid,85.0,85.0,04-22-2021,No
DEN,Home Depot,V10319206,Raymond Paid,85.0,85.0,04-22-2021,No
DEN,HD Supply,V10319152,Raymond Paid,95.0,95.0,04-22-2021,No
DEN,HD Pro,V10319167,Raymond Paid,170.02,170.02,04-22-2021,No
DEN,Home Depot,V10319195,Raymond Paid,426.05,426.05,04-22-2021,No
SLC,Amazon,V30100399,Raymond Paid,40.0,40.0,04-23-2021,No
DEN,Home Depot,V10319259,Raymond Paid,55.0,55.0,04-23-2021,No
DEN,HD Pro,V10319288,Raymond Paid,55.0,55.0,04-23-2021,No
DEN,Walmart,V10319246,Raymond Paid,56.0,56.0,04-23-2021,No
SLC,Amazon,V30100421,Raymond Paid,60.0,60.0,04-23-2021,No
DEN,Walmart,V10319244,Raymond Paid,64.0,64.0,04-23-2021,No
SLC,Medline,V30100912,Raymond Paid,65.0,65.0,04-23-2021,No
DEN,Home Depot,V10319240,Raymond Paid,75.0,75.0,04-23-2021,No
DEN,Home Depot,V10319251,Raymond Paid,75.0,75.0,04-23-2021,No
DEN,US Autoforce,V10319321,Raymond Paid,84.0,84.0,04-23-2021,No
DEN,Home Depot,V10319241,Raymond Paid,85.0,85.0,04-23-2021,No
DEN,Home Depot,V10319252,Raymond Paid,85.0,85.0,04-23-2021,No
SLC,Medline,V30100914,Raymond Paid,85.0,85.0,04-23-2021,No
SLC,Medline,V30100915,Raymond Paid,85.0,85.0,04-23-2021,No
ABQ,Costco,V20080442,Raymond Paid,90.0,90.0,04-23-2021,No
SLC,Medline,V30100913,Raymond Paid,95.0,95.0,04-23-2021,No
DEN,KeHE,V10319284,Raymond Paid,103.5,103.5,04-23-2021,No
SLC,Amazon,V30100401,Raymond Paid,120.0,120.0,04-23-2021,No
SLC,Amazon,V30100420,Raymond Paid,180.0,180.0,04-23-2021,No
DEN,Mattress Firm,V40005507,Raymond Paid,180.09,180.09,04-23-2021,No
DEN,Harbor Freight,V10319258,Raymond Paid,186.3,186.3,04-23-2021,No
DEN,Amazon,V40005515,Raymond Paid,200.43,200.43,04-23-2021,No
ABQ,Costco,V20080441,Raymond Paid,229.53,229.53,04-23-2021,No
SLC,Amazon,V30100453,Raymond Paid,230.0,230.0,04-23-2021,No
DEN,KeHE,V10319280,Raymond Paid,317.0,317.0,04-23-2021,No
SLC,Amazon,V30100450,Raymond Paid,350.0,350.0,04-23-2021,No
SLC,Amazon,V30100451,Raymond Paid,350.0,350.0,04-23-2021,No
SLC,Amazon,V30100452,Raymond Paid,350.0,350.0,04-23-2021,No
DEN,Harbor Freight,V10319287,Raymond Paid,434.7,434.7,04-23-2021,No
SLC,Amazon,V30100417,Raymond Paid,1486.8,1486.8,04-23-2021,No
DEN,Home Depot,V10319318,Raymond Paid,2750.58,2750.58,04-23-2021,No
SLC,Amazon,V30100419,Raymond Paid,2850.0,2850.0,04-23-2021,No
SLC,Amazon,V30101068,Raymond Paid,75.0,75.0,04-27-2021,No
SLC,Amazon,V30101069,Raymond Paid,80.0,80.0,04-27-2021,No
SLC,Amazon,V30101070,Raymond Paid,80.0,80.0,04-27-2021,No
DEN,HD Pro,V10319609,Raymond Paid,85.0,85.0,04-27-2021,No
DEN,HD Pro,V10319610,Raymond Paid,85.0,85.0,04-27-2021,No
DEN,Amazon,V10319589,Raymond Paid,180.0,180.0,04-27-2021,No
DEN,Amazon,V10319601,Raymond Paid,371.25,371.25,04-27-2021,No
DEN,Amazon,V10319577,Raymond Paid,382.5,382.5,04-27-2021,No
DEN,HD Supply,V10319623,Raymond Paid,579.71,579.71,04-27-2021,No
SLC,Amazon,V30100400,Raymond Paid,2280.0,2280.0,04-27-2021,No
DEN,KeHE,V10319767,Raymond Paid,172.5,172.5,04-28-2021,No
ABQ,Walmart,IP00026929,Raymond Paid,41.99,41.99,04-29-2021,No
DEN,Home Depot,V10319978,Raymond Paid,75.0,75.0,04-29-2021,No
DEN,US Autoforce,V10319932,Raymond Paid,84.0,84.0,04-29-2021,No
DEN,US Autoforce,V10319933,Raymond Paid,84.0,84.0,04-29-2021,No
DEN,US Autoforce,V10319934,Raymond Paid,84.0,84.0,04-29-2021,No
DEN,US Autoforce,V10319935,Raymond Paid,84.0,84.0,04-29-2021,No
DEN,US Autoforce,V10319937,Raymond Paid,84.0,84.0,04-29-2021,No
DEN,US Autoforce,V10319940,Raymond Paid,84.0,84.0,04-29-2021,No
DEN,US Autoforce,V10319944,Raymond Paid,84.0,84.0,04-29-2021,No
DEN,Home Depot,V10319976,Raymond Paid,85.0,85.0,04-29-2021,No
DEN,Home Depot,V10319977,Raymond Paid,85.0,85.0,04-29-2021,No
DEN,Home Depot,V10319980,Raymond Paid,85.0,85.0,04-29-2021,No
ABQ,Home Depot,V20080608,Raymond Paid,85.0,85.0,04-29-2021,No
DEN,Amazon,V10319895,Raymond Paid,90.0,90.0,04-29-2021,No
ABQ,Costco,V20080440,Raymond Paid,90.0,90.0,04-29-2021,No
DEN,Walmart,V10319965,Raymond Paid,132.0,132.0,04-29-2021,No
DEN,HD Pro,V10319916,Raymond Paid,136.55,136.55,04-29-2021,No
DEN,Amazon,V10319987,Raymond Paid,180.0,180.0,04-29-2021,No
DEN,Amazon,V10319897,Raymond Paid,270.0,270.0,04-29-2021,No
DEN,HD Pro,V10319913,Raymond Paid,299.65,299.65,04-29-2021,No
DEN,Walmart,V10319973,Raymond Paid,317.95,317.95,04-29-2021,No
DEN,Walmart,V10319969,Raymond Paid,404.07,404.07,04-29-2021,No
DEN,Walmart,V10319962,Raymond Paid,511.08,511.08,04-29-2021,No
ABQ,Walmart,V20080453,Raymond Paid,522.46,522.46,04-29-2021,No
DEN,Home Depot,V10319983,Raymond Paid,1283.24,1283.24,04-29-2021,No
DEN,Walmart,V10319974,Raymond Paid,2918.44,2918.44,04-29-2021,No
DEN,HD Supply,V10320161,Raymond Paid,370.28,370.28,04-30-2021,No
DEN,Gensco,V10320108,Raymond Paid,65.0,65.0,04-30-2021,No
DEN,Gensco,V10320125,Raymond Paid,65.0,65.0,04-30-2021,No
DEN,Home Depot,V10320112,Raymond Paid,75.39,75.39,04-30-2021,No
DEN,US Autoforce,V10320056,Raymond Paid,84.0,84.0,04-30-2021,No
DEN,US Autoforce,V10320059,Raymond Paid,84.0,84.0,04-30-2021,No
DEN,Home Depot,V10320041,Raymond Paid,85.0,85.0,04-30-2021,No
DEN,Home Depot,V10320044,Raymond Paid,85.0,85.0,04-30-2021,No
DEN,Gensco,V10320103,Raymond Paid,85.0,85.0,04-30-2021,No
DEN,Walmart,V10320028,Raymond Paid,94.0,94.0,04-30-2021,No
SLC,Amazon,V30101290,Raymond Paid,95.0,95.0,04-30-2021,No
SLC,Amazon,V30101291,Raymond Paid,95.0,95.0,04-30-2021,No
SLC,Amazon,V30101292,Raymond Paid,95.0,95.0,04-30-2021,No
DEN,Walmart,V10320029,Raymond Paid,100.0,100.0,04-30-2021,No
DEN,Home Depot,V10320058,Raymond Paid,121.87,121.87,04-30-2021,No
DEN,Walmart,V10320086,Raymond Paid,167.5,167.5,04-30-2021,No
DEN,Walmart,V10320089,Raymond Paid,167.5,167.5,04-30-2021,No
DEN,Walmart,V10320090,Raymond Paid,167.5,167.5,04-30-2021,No
DEN,Walmart,V10320091,Raymond Paid,167.5,167.5,04-30-2021,No
DEN,Walmart,V10320096,Raymond Paid,167.5,167.5,04-30-2021,No
DEN,Walmart,V10320097,Raymond Paid,167.5,167.5,04-30-2021,No
DEN,Walmart,V10320099,Raymond Paid,167.5,167.5,04-30-2021,No
DEN,Walmart,V10320102,Raymond Paid,167.5,167.5,04-30-2021,No
DEN,Walmart,V10320122,Raymond Paid,167.5,167.5,04-30-2021,No
DEN,Walmart,V10320124,Raymond Paid,167.5,167.5,04-30-2021,No
DEN,Walmart,V10320026,Raymond Paid,200.0,200.0,04-30-2021,No
DEN,Walmart,V10320031,Raymond Paid,200.0,200.0,04-30-2021,No
SLC,Kuehne + Nagel,V30101284,Raymond Paid,214.48,214.48,04-30-2021,No
DEN,Wayfair,V10320153,Raymond Paid,234.61,234.61,04-30-2021,No
SLC,Kuehne + Nagel,V30101285,Raymond Paid,239.35,239.35,04-30-2021,No
DEN,HD Supply,V10320159,Raymond Paid,461.71,461.71,04-30-2021,No
DEN,KeHE,V10319852,Raymond Paid,1190.0,1190.0,04-30-2021,No
DEN,Medline,V10320352,Raymond Paid,64.53,64.53,05-04-2021,No
SLC,Medline,V30101354,Raymond Paid,65.0,65.0,05-04-2021,No
DEN,Home Depot,V10320273,Raymond Paid,90.88,90.88,05-04-2021,No
DEN,Walmart,V10320266,Raymond Paid,140.0,140.0,05-04-2021,No
DEN,Walmart,V10320276,Raymond Paid,156.0,156.0,05-04-2021,No
DEN,Amazon,V10320290,Raymond Paid,180.0,180.0,05-04-2021,No
DEN,Walmart,V10320272,Raymond Paid,226.04,226.04,05-04-2021,No
DEN,Amazon,V10320287,Raymond Paid,382.5,382.5,05-04-2021,No
SLC,GXO Logistics,V30101200,Raymond Paid,435.6,435.6,05-04-2021,No
SLC,Amazon,V30101198,Raymond Paid,440.0,440.0,05-04-2021,No
DEN,US Autoforce,V10320773,Raymond Paid,84.0,84.0,05-07-2021,No
DEN,Amazon,V10320797,Raymond Paid,135.0,135.0,05-07-2021,No
SLC,Amazon,V30101512,Raymond Paid,135.0,135.0,05-07-2021,No
DEN,Amazon,V40005567,Raymond Paid,136.35,136.35,05-07-2021,No
DEN,KeHE,V10320803,Raymond Paid,138.0,138.0,05-07-2021,No
SLC,Amazon,V30101511,Raymond Paid,157.5,157.5,05-07-2021,No
DEN,Amazon,V40005547,Raymond Paid,158.4,158.4,05-07-2021,No
DEN,Walmart,V10320737,Raymond Paid,167.5,167.5,05-07-2021,No
DEN,Home Depot,V10320760,Raymond Paid,178.59,178.59,05-07-2021,No
DEN,Home Depot,V10320757,Raymond Paid,207.5,207.5,05-07-2021,No
DEN,Home Depot,V10320755,Raymond Paid,218.92,218.92,05-07-2021,No
DEN,Amazon,V10320787,Raymond Paid,270.0,270.0,05-07-2021,No
DEN,Amazon,V10320795,Raymond Paid,270.0,270.0,05-07-2021,No
DEN,Amazon,v40005568,Raymond Paid,30.0,30.0,05-10-2021,No
DEN,Walmart,V10320877,Raymond Paid,397.44,397.44,05-10-2021,No
DEN,Walmart,V10320872,Raymond Paid,442.15,442.15,05-10-2021,No
DEN,Sam's Club,V10320867,Raymond Paid,532.16,532.16,05-10-2021,No
SLC,Kuehne + Nagel,V30101571,Raymond Paid,45.0,45.0,05-11-2021,No
SLC,Kuehne + Nagel,V30101570,Raymond Paid,52.46,52.46,05-11-2021,No
SLC,Home Depot,V10321040,Raymond Paid,55.0,55.0,05-11-2021,No
SLC,Walmart,V10321044,Raymond Paid,64.0,64.0,05-11-2021,No
SLC,Medline,V30101572,Raymond Paid,65.0,65.0,05-11-2021,No
SLC,Home Depot,V10321041,Raymond Paid,85.0,85.0,05-11-2021,No
SLC,Walmart,V10321056,Raymond Paid,100.0,100.0,05-11-2021,No
SLC,Kuehne + Nagel,V30101568,Raymond Paid,234.6,234.6,05-11-2021,No
SLC,Baker Dist,V30101505,Raymond Paid,833.78,833.78,05-11-2021,No
DEN,Home Depot,V10321161,Raymond Paid,55.0,55.0,05-12-2021,No
DEN,Home Depot,V10321162,Raymond Paid,55.0,55.0,05-12-2021,No
DEN,Home Depot,V10321160,Raymond Paid,55.45,55.45,05-12-2021,No
SLC,Walmart,V10321100,Raymond Paid,56.0,56.0,05-12-2021,No
SLC,Walmart,V10321102,Raymond Paid,64.0,64.0,05-12-2021,No
SLC,Walmart,V10321105,Raymond Paid,64.0,64.0,05-12-2021,No
DEN,Home Depot,V10321163,Raymond Paid,75.0,75.0,05-12-2021,No
ABQ,Home Depot,V20080798,Raymond Paid,85.0,85.0,05-12-2021,No
ABQ,Home Depot,V20080919,Raymond Paid,85.0,85.0,05-12-2021,No
DEN,Amazon,V10321151,Raymond Paid,90.0,90.0,05-12-2021,No
DEN,Home Depot,V10321154,Raymond Paid,121.09,121.09,05-12-2021,No
DEN,KeHE,V10321164,Raymond Paid,379.5,379.5,05-12-2021,No
DEN,Home Depot,V10321421,Raymond Paid,1467.29,1467.29,05-12-2021,No
DEN,Walmart,V10321173,Raymond Paid,2511.61,2511.61,05-12-2021,No
SLC,Kuehne + Nagel,V30101658,Raymond Paid,45.0,45.0,05-13-2021,No
DEN,Amazon,V10321328,Raymond Paid,135.0,135.0,05-14-2021,No
DEN,HD Pro,V10321330,Raymond Paid,142.71,142.71,05-14-2021,No
DEN,HD Supply,V10321337,Raymond Paid,147.1,147.1,05-14-2021,No
DEN,Amazon,V10321329,Raymond Paid,157.5,157.5,05-14-2021,No
DEN,HD Pro,V10321331,Raymond Paid,188.45,188.45,05-14-2021,No
DEN,Home Depot,V10321332,Raymond Paid,381.2,381.2,05-14-2021,No
DEN,HD Supply,V10321533,Raymond Paid,271.3,271.3,05-17-2021,No
DEN,Amazon,V40005578,Raymond Paid,330.0,330.0,05-17-2021,No
DEN,Walmart,V10321535,Raymond Paid,1763.08,1763.08,05-17-2021,No
SLC,Kuehne + Nagel,V30101789,Raymond Paid,45.0,45.0,05-18-2021,No
SLC,Kuehne + Nagel,V30101792,Raymond Paid,45.0,45.0,05-18-2021,No
SLC,Home Depot,V30101763,Raymond Paid,55.0,55.0,05-18-2021,No
SLC,Kuehne + Nagel,V30101793,Raymond Paid,55.0,55.0,05-18-2021,No
DEN,Walmart,V10321628,Raymond Paid,64.0,64.0,05-18-2021,No
DEN,Walmart,V10321629,Raymond Paid,64.0,64.0,05-18-2021,No
DEN,Walmart,V10321630,Raymond Paid,64.0,64.0,05-18-2021,No
DEN,Gensco,V10321641,Raymond Paid,65.0,65.0,05-18-2021,No
SLC,Composites One,V30101773,Raymond Paid,65.0,65.0,05-18-2021,No
SLC,Composites One,V30101776,Raymond Paid,65.0,65.0,05-18-2021,No
SLC,Composites One,V30101778,Raymond Paid,65.0,65.0,05-18-2021,No
SLC,Kuehne + Nagel,V30101790,Raymond Paid,71.88,71.88,05-18-2021,No
SLC,Kuehne + Nagel,V30101794,Raymond Paid,71.88,71.88,05-18-2021,No
DEN,US Autoforce,V10321594,Raymond Paid,84.0,84.0,05-18-2021,No
DEN,US Autoforce,V10321597,Raymond Paid,84.0,84.0,05-18-2021,No
DEN,US Autoforce,V10321598,Raymond Paid,84.0,84.0,05-18-2021,No
DEN,US Autoforce,V10321599,Raymond Paid,84.0,84.0,05-18-2021,No
DEN,Gensco,V10321606,Raymond Paid,85.0,85.0,05-18-2021,No
DEN,Walmart,V10321632,Raymond Paid,88.0,88.0,05-18-2021,No
SLC,Composites One,V30101772,Raymond Paid,95.0,95.0,05-18-2021,No
SLC,Composites One,V30101774,Raymond Paid,95.0,95.0,05-18-2021,No
SLC,Composites One,V30101775,Raymond Paid,95.0,95.0,05-18-2021,No
DEN,Amazon,V10321587,Raymond Paid,112.5,112.5,05-18-2021,No
DEN,US Autoforce,V10321596,Raymond Paid,115.22,115.22,05-18-2021,No
DEN,Aramsco,V10321600,Raymond Paid,117.3,117.3,05-18-2021,No
DEN,Amazon,V40005587,Raymond Paid,160.0,160.0,05-18-2021,No
DEN,Home Depot,V10321593,Raymond Paid,163.46,163.46,05-18-2021,No
DEN,Walmart,V10321633,Raymond Paid,167.5,167.5,05-18-2021,No
DEN,Walmart,V10321635,Raymond Paid,167.5,167.5,05-18-2021,No
DEN,Walmart,V10321636,Raymond Paid,167.5,167.5,05-18-2021,No
SLC,Composites One,V30101777,Raymond Paid,200.0,200.0,05-18-2021,No
DEN,Home Depot,V10321626,Raymond Paid,263.8,263.8,05-18-2021,No
DEN,HD Supply,V10321592,Raymond Paid,352.8,352.8,05-18-2021,No
DEN,HD Supply,V10321589,Raymond Paid,742.2,742.2,05-18-2021,No
DEN,US Autoforce,V10321773,Raymond Paid,84.0,84.0,05-19-2021,No
DEN,Walmart,IP00027428,Raymond Paid,57.27,57.27,05-20-2021,No
DEN,Office Depot,V10321832,Raymond Paid,65.0,65.0,05-20-2021,No
DEN,Office Depot,V10321833,Raymond Paid,65.0,65.0,05-20-2021,No
DEN,Office Depot,V10321835,Raymond Paid,65.0,65.0,05-20-2021,No
DEN,Office Depot,V10321837,Raymond Paid,65.0,65.0,05-20-2021,No
DEN,Walmart,IP00027427,Raymond Paid,73.96,73.96,05-20-2021,No
DEN,Office Depot,V10321836,Raymond Paid,85.0,85.0,05-20-2021,No
