Branch,Customer,Inv Number,Inv Status,Req Amt,App Amt,Inv Created,Inv Issue
SLC,Amazon,V30102287,Raymond Paid,22.5,22.5,06-03-2021,Yes
SLC,Home Depot,V30102292,Raymond Paid,55.0,55.0,06-03-2021,Yes
SLC,Home Depot,V30102295,Raymond Paid,55.0,55.0,06-03-2021,Yes
SLC,Amazon,V30102285,Raymond Paid,80.0,80.0,06-03-2021,Yes
SLC,Amazon,V30102286,Raymond Paid,80.0,80.0,06-03-2021,Yes
SLC,Home Depot,V30102291,Raymond Paid,81.33,81.33,06-03-2021,Yes
DEN,Home Depot,V10323034,Raymond Paid,85.0,85.0,06-03-2021,Yes
DEN,Home Depot,V10323046,Raymond Paid,85.0,85.0,06-03-2021,Yes
SLC,Home Depot,V30102294,Raymond Paid,85.0,85.0,06-03-2021,Yes
SLC,Home Depot,V30102347,Raymond Paid,85.0,85.0,06-03-2021,Yes
SLC,Home Depot,V30102348,Raymond Paid,85.0,85.0,06-03-2021,Yes
SLC,US Autoforce,V30102070,Raymond Paid,120.0,120.0,06-03-2021,Yes
DEN,Home Depot,V10323043,Raymond Paid,150.55,150.55,06-03-2021,Yes
SLC,Walmart,V30102343,Raymond Paid,215.17,215.17,06-03-2021,Yes
SLC,Harbor Freight,V30101760,Raymond Paid,231.13,231.13,06-03-2021,Yes
SLC,Walmart,V30102289,Raymond Paid,250.0,250.0,06-03-2021,Yes
SLC,Amazon,V30102085,Raymond Paid,270.0,270.0,06-03-2021,Yes
SLC,Kuehne + Nagel,V30102281,Raymond Paid,399.31,399.31,06-03-2021,Yes
SLC,GXO Logistics,V30102283,Raymond Paid,515.85,515.85,06-03-2021,Yes
DEN,Home Depot,V10323044,Raymond Paid,620.99,620.99,06-03-2021,Yes
DEN,Amazon,V10323009,Raymond Paid,649.54,649.54,06-03-2021,Yes
DEN,Harbor Freight,V10322723,Raymond Paid,697.63,697.63,06-03-2021,Yes
SLC,Amazon,V30102346,Raymond Paid,701.93,701.93,06-03-2021,Yes
SLC,Walmart,V30102288,Raymond Paid,865.77,865.77,06-03-2021,Yes
SLC,GXO Logistics,V30102282,Raymond Paid,1170.97,1170.97,06-03-2021,Yes
SLC,Amazon,V30102345,Raymond Paid,1535.31,1535.31,06-03-2021,Yes
DEN,TBC International,V10323117,Raymond Paid,85.0,85.0,06-04-2021,Yes
DEN,Home Depot,V10323128,Raymond Paid,85.0,85.0,06-04-2021,Yes
ABQ,Walmart,IP00027843,Raymond Paid,114.99,114.99,06-04-2021,Yes
DEN,Mattress Firm,V10323116,Raymond Paid,543.9,543.9,06-04-2021,Yes
DEN,Amazon,V10322423,Cancel,2814.09,0.0,06-07-2021,Yes
DEN,HD Pro,V10322721,Raymond Paid,55.83,55.83,06-07-2021,Yes
DEN,Sam's Club,V40005651,Raymond Paid,96.37,96.37,06-07-2021,Yes
DEN,Home Depot,V10323216,Raymond Paid,206.01,206.01,06-07-2021,Yes
SLC,Walmart,V10323274,Raymond Paid,365.16,365.16,06-07-2021,Yes
DEN,Amazon,V10323267,Raymond Paid,608.54,608.54,06-07-2021,Yes
DEN,Home Depot,V10323331,Raymond Paid,992.01,992.01,06-07-2021,Yes
DEN,Home Depot,V10323332,Raymond Paid,168.49,168.49,06-08-2021,Yes
DEN,Home Depot,V10323369,Raymond Paid,283.43,283.43,06-08-2021,Yes
DEN,Home Depot,V10323336,Raymond Paid,327.52,327.52,06-08-2021,Yes
DEN,Office Depot,V10323384,Raymond Paid,384.31,384.31,06-08-2021,Yes
DEN,Home Depot,V10323371,Raymond Paid,833.74,833.74,06-08-2021,Yes
DEN,Amazon,V10323341,Raymond Paid,932.19,932.19,06-08-2021,Yes
DEN,Amazon,V10323487,Raymond Paid,80.0,80.0,06-09-2021,Yes
DEN,HD Pro,V10322715,Raymond Paid,85.0,85.0,06-09-2021,Yes
ABQ,Home Depot,V20081402,Raymond Paid,182.86,182.86,06-09-2021,Yes
DEN,KeHE,V10323503,Raymond Paid,225.85,225.85,06-09-2021,Yes
DEN,KeHE,V10323504,Raymond Paid,300.88,300.88,06-09-2021,Yes
ABQ,Home Depot,V20081416,Raymond Paid,408.38,408.38,06-09-2021,Yes
ABQ,Home Depot,V20081628,Raymond Paid,468.65,468.65,06-09-2021,Yes
DEN,Amazon,V10323557,Raymond Paid,2930.14,2930.14,06-09-2021,Yes
SLC,Aramsco,V30102072,Raymond Paid,3850.0,3850.0,06-10-2021,Yes
SLC,Home Depot,V30102599,Raymond Paid,55.0,55.0,06-10-2021,Yes
SLC,Home Depot,V30102598,Raymond Paid,85.0,85.0,06-10-2021,Yes
SLC,Aramsco,V30102528,Raymond Paid,106.25,106.25,06-10-2021,Yes
SLC,Amazon,V30102515,Raymond Paid,135.0,135.0,06-10-2021,Yes
SLC,Home Depot,V30102593,Raymond Paid,156.66,156.66,06-10-2021,Yes
SLC,GXO Logistics,V30102512,Raymond Paid,160.25,160.25,06-10-2021,Yes
SLC,Walmart,V30102518,Raymond Paid,214.32,214.32,06-10-2021,Yes
SLC,Amazon,V30102514,Raymond Paid,232.48,232.48,06-10-2021,Yes
SLC,Aramsco,V30102524,Raymond Paid,237.1,237.1,06-10-2021,Yes
SLC,Aramsco,V30102526,Raymond Paid,239.06,239.06,06-10-2021,Yes
SLC,Amazon,V30102516,Raymond Paid,270.0,270.0,06-10-2021,Yes
SLC,Amazon,V30102517,Raymond Paid,270.0,270.0,06-10-2021,Yes
SLC,Walmart,V30102519,Raymond Paid,339.99,339.99,06-10-2021,Yes
SLC,Aramsco,V30102591,Raymond Paid,354.26,354.26,06-10-2021,Yes
DEN,Home Depot,V10324992,Raymond Paid,356.08,356.08,06-10-2021,Yes
SLC,Aramsco,V30102530,Raymond Paid,360.03,360.03,06-10-2021,Yes
SLC,Aramsco,V30102527,Raymond Paid,369.13,369.13,06-10-2021,Yes
SLC,Home Depot,V30102592,Raymond Paid,517.19,517.19,06-10-2021,Yes
SLC,Home Depot,V30102594,Raymond Paid,537.52,537.52,06-10-2021,Yes
SLC,Sam's Club,V30102520,Raymond Paid,722.42,722.42,06-10-2021,Yes
SLC,Walmart,V30102521,Raymond Paid,802.23,802.23,06-10-2021,Yes
SLC,Walmart,V30102522,Raymond Paid,807.91,807.91,06-10-2021,Yes
SLC,Aramsco,V30102529,Raymond Paid,1233.79,1233.79,06-10-2021,Yes
ABQ,Home Depot,V20081456,Raymond Paid,76.17,76.17,06-15-2021,Yes
SLC,Amazon,V30100917,Raymond Paid,157.5,157.5,06-15-2021,Yes
ABQ,Grainger,V20081649,Raymond Paid,186.73,186.73,06-15-2021,Yes
ABQ,Bunzl,V20081812,Raymond Paid,285.24,285.24,06-15-2021,Yes
ABQ,Home Depot,V20081825,Raymond Paid,410.07,410.07,06-15-2021,Yes
SLC,Grainger,V30102686,Raymond Paid,451.78,451.78,06-15-2021,Yes
DEN,Amazon,V10324238,Raymond Paid,80.0,80.0,06-16-2021,Yes
DEN,Amazon,V10324240,Raymond Paid,80.0,80.0,06-16-2021,Yes
DEN,US Autoforce,V10324352,Raymond Paid,320.47,320.47,06-16-2021,Yes
SLC,Walmart,V10324321,Raymond Paid,351.56,351.56,06-16-2021,Yes
DEN,US Autoforce,V10324351,Raymond Paid,382.72,382.72,06-16-2021,Yes
DEN,Office Depot,V10324337,Raymond Paid,504.01,504.01,06-16-2021,Yes
DEN,Amazon,V10324215,Raymond Paid,657.8,657.8,06-16-2021,Yes
DEN,Home Depot,V10324369,Raymond Paid,85.0,85.0,06-17-2021,Yes
SLC,Home Depot,V30102732,Raymond Paid,85.0,85.0,06-17-2021,Yes
DEN,Home Depot,V10324370,Raymond Paid,55.0,55.0,06-17-2021,Yes
DEN,Amazon,V10324413,Raymond Paid,59.0,59.0,06-17-2021,Yes
SLC,GXO Logistics,V30102693,Raymond Paid,65.0,65.0,06-17-2021,Yes
SLC,GXO Logistics,V30102695,Raymond Paid,65.0,65.0,06-17-2021,Yes
SLC,GXO Logistics,V30102692,Raymond Paid,74.25,74.25,06-17-2021,Yes
DEN,Home Depot,V10324368,Raymond Paid,75.0,75.0,06-17-2021,Yes
DEN,Home Depot,V10324470,Raymond Paid,75.0,75.0,06-17-2021,Yes
SLC,Walmart,V30102722,Raymond Paid,75.0,75.0,06-17-2021,Yes
SLC,Home Depot,V30102726,Raymond Paid,75.0,75.0,06-17-2021,Yes
SLC,Home Depot,V30102733,Raymond Paid,75.0,75.0,06-17-2021,Yes
SLC,Medline,V30102698,Raymond Paid,79.93,79.93,06-17-2021,Yes
DEN,Amazon,V10324412,Raymond Paid,80.0,80.0,06-17-2021,Yes
SLC,Medline,V30102696,Raymond Paid,81.68,81.68,06-17-2021,Yes
DEN,Home Depot,V10324371,Raymond Paid,85.0,85.0,06-17-2021,Yes
DEN,Home Depot,V10324372,Raymond Paid,85.0,85.0,06-17-2021,Yes
DEN,Home Depot,V10324384,Raymond Paid,85.0,85.0,06-17-2021,Yes
SLC,Home Depot,V30102728,Raymond Paid,85.0,85.0,06-17-2021,Yes
SLC,Home Depot,V30102731,Raymond Paid,85.0,85.0,06-17-2021,Yes
SLC,Amazon,V30102720,Raymond Paid,87.46,87.46,06-17-2021,Yes
SLC,Medline,V30102709,Raymond Paid,99.93,99.93,06-17-2021,Yes
SLC,Medline,V30102710,Raymond Paid,99.93,99.93,06-17-2021,Yes
SLC,Medline,V30102697,Raymond Paid,108.9,108.9,06-17-2021,Yes
DEN,Home Depot,V10324419,Raymond Paid,124.76,124.76,06-17-2021,Yes
SLC,Amazon,V30102717,Raymond Paid,135.0,135.0,06-17-2021,Yes
SLC,GXO Logistics,V30102691,Raymond Paid,205.11,205.11,06-17-2021,Yes
DEN,Home Depot,V10324366,Raymond Paid,307.15,307.15,06-17-2021,Yes
DEN,Home Depot,V10324364,Raymond Paid,364.18,364.18,06-17-2021,Yes
DEN,Home Depot,V10324365,Raymond Paid,419.83,419.83,06-17-2021,Yes
SLC,Kuehne + Nagel,V30102690,Raymond Paid,463.6,463.6,06-17-2021,Yes
SLC,Walmart,V30102721,Raymond Paid,506.25,506.25,06-17-2021,Yes
SLC,Amazon,V30102718,Raymond Paid,548.86,548.86,06-17-2021,Yes
SLC,Amazon,V30102716,Raymond Paid,581.15,581.15,06-17-2021,Yes
SLC,Kuehne + Nagel,V30102689,Raymond Paid,586.47,586.47,06-17-2021,Yes
SLC,Home Depot,V30102725,Raymond Paid,603.98,603.98,06-17-2021,Yes
SLC,Amazon,V30102719,Raymond Paid,717.26,717.26,06-17-2021,Yes
SLC,Walmart,V30102723,Raymond Paid,926.98,926.98,06-17-2021,Yes
DEN,Harbor Freight,V40005577,Raymond Paid,132.06,132.06,06-18-2021,Yes
SLC,GXO Logistics,V30102870,Raymond Paid,50.0,50.0,06-18-2021,Yes
SLC,GXO Logistics,V30102871,Raymond Paid,50.0,50.0,06-18-2021,Yes
SLC,GXO Logistics,V30102872,Raymond Paid,50.0,50.0,06-18-2021,Yes
SLC,GXO Logistics,V30102873,Raymond Paid,50.0,50.0,06-18-2021,Yes
SLC,GXO Logistics,V30102874,Raymond Paid,50.0,50.0,06-18-2021,Yes
SLC,GXO Logistics,V30102875,Raymond Paid,50.0,50.0,06-18-2021,Yes
SLC,Walmart,V30102865,Raymond Paid,206.25,206.25,06-18-2021,Yes
SLC,Amazon,V30102864,Raymond Paid,270.0,270.0,06-18-2021,Yes
SLC,US Autoforce,V30102866,Raymond Paid,462.83,462.83,06-18-2021,Yes
DEN,Amazon,V10324526,Raymond Paid,1536.11,1536.11,06-18-2021,Yes
DEN,Amazon,V10328358,Raymond Paid,1733.87,1733.87,06-22-2021,Yes
DEN,Amazon,V10324703,Raymond Paid,80.0,80.0,06-22-2021,Yes
SLC,Amazon,V30100022,Raymond Paid,90.0,90.0,06-22-2021,Yes
SLC,Amazon,V30100429,Raymond Paid,120.0,120.0,06-22-2021,Yes
SLC,Amazon,V30100430,Raymond Paid,120.0,120.0,06-22-2021,Yes
SLC,Amazon,V30100431,Raymond Paid,120.0,120.0,06-22-2021,Yes
SLC,Amazon,V30100438,Raymond Paid,120.0,120.0,06-22-2021,Yes
SLC,Amazon,V30100441,Raymond Paid,120.0,120.0,06-22-2021,Yes
SLC,Amazon,V30100445,Raymond Paid,120.0,120.0,06-22-2021,Yes
SLC,Amazon,V30101199,Raymond Paid,120.0,120.0,06-22-2021,Yes
SLC,Amazon,V30098636,Raymond Paid,345.68,345.68,06-22-2021,Yes
SLC,Amazon,V30102184,Raymond Paid,510.0,510.0,06-22-2021,Yes
SLC,Amazon,V30102185,Raymond Paid,510.0,510.0,06-22-2021,Yes
DEN,Amazon,V10325129,Raymond Paid,722.79,722.79,06-22-2021,Yes
DEN,Amazon,V10324851,Raymond Paid,80.0,80.0,06-23-2021,Yes
DEN,Amazon,V10324852,Raymond Paid,80.0,80.0,06-23-2021,Yes
DEN,Amazon,V10324856,Raymond Paid,80.0,80.0,06-23-2021,Yes
DEN,Amazon,V10324857,Raymond Paid,80.0,80.0,06-23-2021,Yes
DEN,Home Depot,V10324870,Raymond Paid,85.0,85.0,06-23-2021,Yes
DEN,Amazon,V10324863,Raymond Paid,278.68,278.68,06-23-2021,Yes
SLC,Grainger,V30102687,Raymond Paid,481.08,481.08,06-24-2021,Yes
SLC,Aramsco,V30102525,Raymond Paid,26.56,26.56,06-24-2021,Yes
DEN,Home Depot,V10324994,Raymond Paid,85.0,85.0,06-24-2021,Yes
DEN,Home Depot,V10325013,Raymond Paid,85.0,85.0,06-24-2021,Yes
DEN,HD Supply,V10324985,Raymond Paid,195.11,195.11,06-24-2021,Yes
SLC,Walmart,V30102290,Raymond Paid,250.0,250.0,06-24-2021,Yes
DEN,KeHE,V10325031,Raymond Paid,387.0,387.0,06-24-2021,Yes
DEN,Home Depot,V10324988,Raymond Paid,669.3,669.3,06-24-2021,Yes
DEN,HD Pro,V10327007,Raymond Paid,742.99,742.99,06-24-2021,Yes
SLC,GXO Logistics,V30103018,Raymond Paid,58.85,58.85,06-25-2021,Yes
SLC,GXO Logistics,V30103017,Raymond Paid,61.25,61.25,06-25-2021,Yes
SLC,Amazon,V30103024,Raymond Paid,97.95,97.95,06-25-2021,Yes
SLC,GXO Logistics,V30103016,Raymond Paid,110.75,110.75,06-25-2021,Yes
SLC,Amazon,V30103025,Raymond Paid,202.5,202.5,06-25-2021,Yes
SLC,Medline,V30103031,Raymond Paid,217.8,217.8,06-25-2021,Yes
SLC,Home Depot,V30103021,Raymond Paid,262.15,262.15,06-25-2021,Yes
SLC,Amazon,V30103026,Raymond Paid,325.35,325.35,06-25-2021,Yes
SLC,Walmart,V30103027,Raymond Paid,426.93,426.93,06-25-2021,Yes
SLC,Walmart,V30103029,Raymond Paid,883.45,883.45,06-25-2021,Yes
SLC,Kuehne + Nagel,V30103020,Raymond Paid,1313.43,1313.43,06-25-2021,Yes
DEN,HD Pro,V10325140,Raymond Paid,1958.33,1958.33,06-25-2021,Yes
DEN,Walmart,V10325164,Raymond Paid,3197.97,3197.97,06-25-2021,Yes
DEN,Home Depot,V10325312,Raymond Paid,316.1,316.1,06-28-2021,Yes
SLC,Amazon,V30103171,Raymond Paid,75.0,75.0,06-29-2021,Yes
SLC,Amazon,V30103170,Raymond Paid,80.0,80.0,06-29-2021,Yes
SLC,Amazon,V30103172,Raymond Paid,80.0,80.0,06-29-2021,Yes
SLC,Amazon,V30103173,Raymond Paid,80.0,80.0,06-29-2021,Yes
SLC,Amazon,V30103168,Raymond Paid,97.95,97.95,06-29-2021,Yes
SLC,Amazon,V30103169,Raymond Paid,145.35,145.35,06-29-2021,Yes
SLC,Amazon,V30103167,Raymond Paid,157.5,157.5,06-29-2021,Yes
SLC,Walmart,V30103162,Raymond Paid,225.0,225.0,06-29-2021,Yes
SLC,Walmart,V30103161,Raymond Paid,375.0,375.0,06-29-2021,Yes
SLC,Aramsco,V30103160,Raymond Paid,543.26,543.26,06-29-2021,Yes
SLC,Grainger,V30103158,Raymond Paid,2436.71,2436.71,06-29-2021,Yes
DEN,Sealy Mattress,V10325727,Raymond Paid,75.0,75.0,06-30-2021,Yes
DEN,Sealy Mattress,V10325735,Raymond Paid,75.0,75.0,06-30-2021,Yes
DEN,KeHE,V10325680,Raymond Paid,172.5,172.5,06-30-2021,Yes
DEN,KeHE,V10325691,Raymond Paid,260.78,260.78,06-30-2021,Yes
DEN,HD Supply,V10325648,Raymond Paid,268.3,268.3,06-30-2021,Yes
DEN,HD Supply,V10325644,Raymond Paid,358.4,358.4,06-30-2021,Yes
DEN,Home Depot,V10325611,Raymond Paid,482.94,482.94,06-30-2021,Yes
DEN,Walmart,V10325771,Raymond Paid,2232.08,2232.08,06-30-2021,Yes
ABQ,Bunzl,V20082210,Raymond Paid,38.5,38.5,07-02-2021,Yes
ABQ,Costco,V20081918,Raymond Paid,90.0,90.0,07-02-2021,Yes
ABQ,Costco,V20082099,Raymond Paid,90.0,90.0,07-02-2021,Yes
ABQ,Bunzl,V20081889,Raymond Paid,96.25,96.25,07-02-2021,Yes
ABQ,Home Depot,V20082037,Raymond Paid,122.15,122.15,07-02-2021,Yes
ABQ,Home Depot,V20082124,Raymond Paid,199.97,199.97,07-02-2021,Yes
ABQ,Costco,V20082100,Raymond Paid,306.52,306.52,07-02-2021,Yes
DEN,Home Depot,V10326005,Raymond Paid,489.45,489.45,07-02-2021,Yes
ABQ,Bunzl,V20082232,Raymond Paid,1015.56,1015.56,07-02-2021,Yes
ABQ,Walmart,V20082297,Raymond Paid,1319.42,1319.42,07-02-2021,Yes
SLC,Grainger,V30103405,Raymond Paid,81.88,81.88,07-06-2021,Yes
SLC,Aramsco,V30103410,Raymond Paid,95.0,95.0,07-06-2021,Yes
SLC,Aramsco,V30103415,Raymond Paid,101.79,101.79,07-06-2021,Yes
SLC,Aramsco,V30103414,Raymond Paid,110.56,110.56,07-06-2021,Yes
SLC,Aramsco,V30103409,Raymond Paid,111.88,111.88,07-06-2021,Yes
SLC,Amazon,V30103417,Raymond Paid,120.45,120.45,07-06-2021,Yes
SLC,Amazon,V30103418,Raymond Paid,135.0,135.0,07-06-2021,Yes
SLC,Aramsco,V30103411,Raymond Paid,137.25,137.25,07-06-2021,Yes
SLC,Aramsco,V30103412,Raymond Paid,169.57,169.57,07-06-2021,Yes
SLC,Kuehne + Nagel,V30103406,Raymond Paid,199.62,199.62,07-06-2021,Yes
SLC,Amazon,V30103419,Raymond Paid,376.44,376.44,07-06-2021,Yes
SLC,Amazon,V30103416,Raymond Paid,534.79,534.79,07-06-2021,Yes
SLC,Amazon,V30103428,Raymond Paid,591.83,591.83,07-06-2021,Yes
SLC,Amazon,V30103420,Raymond Paid,702.21,702.21,07-06-2021,Yes
SLC,Aramsco,V30103413,Raymond Paid,793.96,793.96,07-06-2021,Yes
DEN,Mattress Firm,V10326193,Raymond Paid,85.0,85.0,07-07-2021,Yes
DEN,Walmart,V10326169,Raymond Paid,194.23,194.23,07-07-2021,Yes
DEN,US Autoforce,V10326171,Raymond Paid,320.06,320.06,07-07-2021,Yes
DEN,US Autoforce,V10326172,Raymond Paid,320.06,320.06,07-07-2021,Yes
DEN,XPO Last Mile,V10326161,Raymond Paid,418.0,418.0,07-07-2021,Yes
SLC,Medline,V30103475,Raymond Paid,27.23,27.23,07-08-2021,Yes
SLC,Medline,V30103474,Raymond Paid,54.45,54.45,07-08-2021,Yes
SLC,Amazon,V30103469,Raymond Paid,180.0,180.0,07-08-2021,Yes
SLC,Walmart,V30103478,Raymond Paid,250.0,250.0,07-08-2021,Yes
SLC,Walmart,V30103482,Raymond Paid,250.0,250.0,07-08-2021,Yes
SLC,Walmart,V30103483,Raymond Paid,250.0,250.0,07-08-2021,Yes
SLC,Walmart,V30103485,Raymond Paid,250.0,250.0,07-08-2021,Yes
SLC,Walmart,V30103487,Raymond Paid,250.0,250.0,07-08-2021,Yes
SLC,Walmart,V30103479,Raymond Paid,256.88,256.88,07-08-2021,Yes
SLC,Walmart,V30103477,Raymond Paid,257.46,257.46,07-08-2021,Yes
SLC,Walmart,V30103486,Raymond Paid,258.05,258.05,07-08-2021,Yes
SLC,Walmart,V30103484,Raymond Paid,272.39,272.39,07-08-2021,Yes
SLC,Walmart,V30103481,Raymond Paid,278.98,278.98,07-08-2021,Yes
SLC,Walmart,V30103480,Raymond Paid,283.51,283.51,07-08-2021,Yes
SLC,Sam's Club,V30103476,Raymond Paid,445.42,445.42,07-08-2021,Yes
DEN,Home Depot,V10326289,Raymond Paid,321.6,321.6,07-09-2021,Yes
DEN,Peloton,V40005643,Raymond Paid,138.06,138.06,07-12-2021,Yes
SLC,GXO Logistics,V30100308,Raymond Paid,3396.65,3396.65,07-13-2021,Yes
SLC,GXO Logistics,V30103579,Denied,437.06,0.0,07-13-2021,Yes
SLC,Amazon,V30103580,Raymond Paid,112.5,112.5,07-13-2021,Yes
SLC,Sam's Club,V30103600,Raymond Paid,185.05,185.05,07-13-2021,Yes
SLC,Home Depot,V30103584,Raymond Paid,197.33,197.33,07-13-2021,Yes
SLC,Walmart,V30103592,Raymond Paid,250.0,250.0,07-13-2021,Yes
SLC,Walmart,V30103593,Raymond Paid,250.0,250.0,07-13-2021,Yes
SLC,Walmart,V30103594,Raymond Paid,250.0,250.0,07-13-2021,Yes
SLC,Walmart,V30103595,Raymond Paid,250.0,250.0,07-13-2021,Yes
SLC,Walmart,V30103591,Raymond Paid,257.46,257.46,07-13-2021,Yes
SLC,GXO Logistics,V30103582,Raymond Paid,358.5,358.5,07-13-2021,Yes
ABQ,Harbor Freight,V20081754,Raymond Paid,363.38,363.38,07-13-2021,Yes
SLC,Walmart,V30103590,Raymond Paid,452.89,452.89,07-13-2021,Yes
SLC,Walmart,V30103586,Raymond Paid,612.01,612.01,07-13-2021,Yes
SLC,Amazon,V30103581,Raymond Paid,681.0,681.0,07-13-2021,Yes
DEN,Amazon,V10326554,Raymond Paid,757.39,757.39,07-13-2021,Yes
DEN,Amazon,V10326555,Raymond Paid,803.29,803.29,07-13-2021,Yes
SLC,GXO Logistics,V30103578,Raymond Paid,859.61,859.61,07-13-2021,Yes
SLC,Walmart,V30103587,Raymond Paid,887.58,887.58,07-13-2021,Yes
SLC,Walmart,V30103589,Raymond Paid,4614.58,4614.58,07-13-2021,Yes
DEN,HD Pro,V10325144,Raymond Paid,163.55,163.55,07-14-2021,Yes
DEN,Amazon,V10326881,Raymond Paid,52.31,52.31,07-15-2021,Yes
DEN,Amazon,V10326877,Raymond Paid,378.07,378.07,07-15-2021,Yes
DEN,Amazon,V10326894,Raymond Paid,399.7,399.7,07-15-2021,Yes
DEN,Amazon,V10326862,Raymond Paid,564.52,564.52,07-15-2021,Yes
DEN,Amazon,V10326870,Raymond Paid,1011.77,1011.77,07-15-2021,Yes
DEN,Amazon,V10326871,Raymond Paid,1079.27,1079.27,07-15-2021,Yes
DEN,Amazon,V10326869,Raymond Paid,1213.49,1213.49,07-15-2021,Yes
DEN,Amazon,V10326866,Raymond Paid,1304.27,1304.27,07-15-2021,Yes
DEN,Amazon,V10326873,Raymond Paid,1551.5,1551.5,07-15-2021,Yes
SLC,Home Depot,V30103694,Raymond Paid,20.88,20.88,07-16-2021,Yes
SLC,Amazon,V30103706,Raymond Paid,67.5,67.5,07-16-2021,Yes
DEN,Home Depot,V10327046,Raymond Paid,85.0,85.0,07-16-2021,Yes
DEN,Home Depot,V10327047,Raymond Paid,85.0,85.0,07-16-2021,Yes
SLC,Amazon,V30103704,Raymond Paid,119.62,119.62,07-16-2021,Yes
SLC,Home Depot,V30103697,Raymond Paid,217.66,217.66,07-16-2021,Yes
SLC,Walmart,V30103700,Raymond Paid,250.0,250.0,07-16-2021,Yes
SLC,Walmart,V30103702,Raymond Paid,250.0,250.0,07-16-2021,Yes
DEN,KeHE,V10327025,Raymond Paid,288.85,288.85,07-16-2021,Yes
SLC,Walmart,V30103701,Raymond Paid,299.3,299.3,07-16-2021,Yes
SLC,Walmart,V30103699,Raymond Paid,303.51,303.51,07-16-2021,Yes
SLC,Home Depot,V30103695,Raymond Paid,420.99,420.99,07-16-2021,Yes
SLC,Amazon,V30103705,Raymond Paid,427.5,427.5,07-16-2021,Yes
SLC,Amazon,V30103707,Raymond Paid,536.9,536.9,07-16-2021,Yes
SLC,Amazon,V30103703,Raymond Paid,604.33,604.33,07-16-2021,Yes
SLC,Home Depot,V30103696,Raymond Paid,646.12,646.12,07-16-2021,Yes
SLC,Walmart,V30103698,Raymond Paid,734.72,734.72,07-16-2021,Yes
DEN,Home Depot,V10327040,Raymond Paid,745.6,745.6,07-16-2021,Yes
SLC,Aramsco,V30103693,Raymond Paid,1489.19,1489.19,07-16-2021,Yes
DEN,HD Pro,V10327163,Raymond Paid,85.0,85.0,07-19-2021,Yes
DEN,Home Depot,V10327202,Raymond Paid,144.71,144.71,07-19-2021,Yes
DEN,Amazon,V10327265,Raymond Paid,202.5,202.5,07-19-2021,Yes
DEN,Home Depot,V10327203,Raymond Paid,304.47,304.47,07-19-2021,Yes
DEN,Amazon,V10327263,Raymond Paid,313.68,313.68,07-19-2021,Yes
DEN,Home Depot,V10327228,Raymond Paid,463.39,463.39,07-19-2021,Yes
DEN,HD Pro,V10327160,Raymond Paid,680.08,680.08,07-19-2021,Yes
DEN,Amazon,V10327277,Raymond Paid,2836.31,2836.31,07-19-2021,Yes
SLC,Kuehne + Nagel,V30103471,Reversed - Final,252.17,0.0,07-20-2021,Yes
DEN,Amazon,V10327367,Raymond Paid,29.81,29.81,07-20-2021,Yes
DEN,Amazon,V10327369,Raymond Paid,29.81,29.81,07-20-2021,Yes
DEN,Amazon,V10327365,Raymond Paid,75.0,75.0,07-20-2021,Yes
DEN,Amazon,V10327368,Raymond Paid,75.0,75.0,07-20-2021,Yes
DEN,Amazon,V10327370,Raymond Paid,80.0,80.0,07-20-2021,Yes
DEN,Sam's Club,V10327318,Raymond Paid,125.48,125.48,07-20-2021,Yes
DEN,Amazon,V10327372,Raymond Paid,131.33,131.33,07-20-2021,Yes
SLC,Amazon,V30103773,Raymond Paid,132.48,132.48,07-20-2021,Yes
DEN,Home Depot,V10327358,Raymond Paid,163.2,163.2,07-20-2021,Yes
DEN,Amazon,V10327375,Raymond Paid,165.0,165.0,07-20-2021,Yes
DEN,KeHE,V10327359,Raymond Paid,191.35,191.35,07-20-2021,Yes
DEN,US Autoforce,V10327309,Raymond Paid,255.75,255.75,07-20-2021,Yes
DEN,KeHE,V10327363,Raymond Paid,394.2,394.2,07-20-2021,Yes
DEN,US Autoforce,V10327312,Raymond Paid,423.94,423.94,07-20-2021,Yes
DEN,US Autoforce,V10327311,Raymond Paid,513.78,513.78,07-20-2021,Yes
DEN,Home Depot,V10327336,Raymond Paid,568.5,568.5,07-20-2021,Yes
SLC,Amazon,V30103763,Raymond Paid,2644.04,2644.04,07-20-2021,Yes
ABQ,Home Depot,V20082464,Raymond Paid,584.02,584.02,07-21-2021,Yes
ABQ,Home Depot,V20082425,Raymond Paid,830.6,830.6,07-21-2021,Yes
SLC,Medline,V30103829,Raymond Paid,54.45,54.45,07-22-2021,Yes
SLC,Amazon,V30103825,Raymond Paid,59.0,59.0,07-22-2021,Yes
SLC,Amazon,V30103827,Raymond Paid,59.0,59.0,07-22-2021,Yes
SLC,Amazon,V30103828,Raymond Paid,59.0,59.0,07-22-2021,Yes
DEN,HD Supply,V10327610,Raymond Paid,65.0,65.0,07-22-2021,Yes
SLC,Amazon,V30103826,Raymond Paid,75.0,75.0,07-22-2021,Yes
SLC,Medline,V30103830,Raymond Paid,79.93,79.93,07-22-2021,Yes
SLC,Amazon,V30103823,Raymond Paid,90.0,90.0,07-22-2021,Yes
DEN,Amazon,V10327575,Raymond Paid,95.0,95.0,07-22-2021,Yes
